IdRegistro,IdVariable,Valor
REG-0019797,4,9.89
REG-0019797,5,1.69
REG-0019797,6,13.44
REG-0019797,7,1.97
REG-0019797,8,1.29
REG-0019797,9,0.22
REG-0019797,10,1.38
REG-0019797,11,0.49
REG-0019797,12,142.29
REG-0019797,13,0.51
REG-0019798,1,39.77
REG-0019798,2,9.09
REG-0019798,3,8.28
REG-0019798,14,9.78
REG-0019798,4,10.07
REG-0019798,5,1.73
REG-0019798,6,14.37
REG-0019798,7,1.59
REG-0019798,8,1.18
REG-0019798,9,0.29
REG-0019798,10,1.55
REG-0019798,11,0.67
REG-0019798,12,117.22
REG-0019798,13,0.5
REG-0019799,1,44.5
REG-0019799,2,5.7
REG-0019799,3,7.68
REG-0019799,14,9.43
REG-0019799,4,10.88
REG-0019799,5,1.87
REG-0019799,6,13.31
REG-0019799,7,1.81
REG-0019799,8,1.43
REG-0019799,9,0.5
REG-0019799,10,1.42
REG-0019799,11,0.67
REG-0019799,12,145.04
REG-0019799,13,0.32
REG-0019800,1,38.62
REG-0019800,2,9.72
REG-0019800,3,8.82
REG-0019800,14,10.4
REG-0019800,4,10
REG-0019800,5,1.74
REG-0019800,6,14.5
REG-0019800,7,1.53
REG-0019800,8,1.12
REG-0019800,9,0.3
REG-0019800,10,1.49
REG-0019800,11,0.7
REG-0019800,12,117.61
REG-0019800,13,0.54
REG-0019801,1,39.02
REG-0019801,2,9.6
REG-0019801,3,9.05
REG-0019801,14,10.59
REG-0019801,4,10.12
REG-0019801,5,1.75
REG-0019801,6,14.76
REG-0019801,7,1.47
REG-0019801,8,1.13
REG-0019801,9,0.29
REG-0019801,10,1.54
REG-0019801,11,0.71
REG-0019801,12,121.64
REG-0019801,13,0.56
REG-0019802,1,39.11
REG-0019802,2,9.53
REG-0019802,3,8.73
REG-0019802,14,10.23
REG-0019802,4,10.31
REG-0019802,5,1.75
REG-0019802,6,14.59
REG-0019802,7,1.47
REG-0019802,8,1.18
REG-0019802,9,0.32
REG-0019802,10,1.54
REG-0019802,11,0.74
REG-0019802,12,127.07
REG-0019802,13,0.52
REG-0019803,1,39.27
REG-0019803,2,9.54
REG-0019803,3,8.42
REG-0019803,14,10.05
REG-0019803,4,10.33
REG-0019803,5,1.63
REG-0019803,6,14.19
REG-0019803,7,1.55
REG-0019803,8,1.19
REG-0019803,9,0.32
REG-0019803,10,1.49
REG-0019803,11,0.73
REG-0019803,12,130.82
REG-0019803,13,0.52
REG-0019804,1,44.04
REG-0019804,2,6.35
REG-0019804,3,7.87
REG-0019804,14,9.65
REG-0019804,4,10.81
REG-0019804,5,1.78
REG-0019804,6,13.02
REG-0019804,7,1.81
REG-0019804,8,1.38
REG-0019804,9,0.41
REG-0019804,10,1.43
REG-0019804,11,0.65
REG-0019804,12,149.35
REG-0019804,13,0.38
REG-0019805,1,39.25
REG-0019805,2,8.92
REG-0019805,3,8.35
REG-0019805,14,10
REG-0019805,4,10.43
REG-0019805,5,1.78
REG-0019805,6,14.43
REG-0019805,7,1.63
REG-0019805,8,1.18
REG-0019805,9,0.29
REG-0019805,10,1.51
REG-0019805,11,0.73
REG-0019805,12,120.57
REG-0019805,13,0.45
REG-0019806,1,43.29
REG-0019806,2,8.16
REG-0019806,3,7.83
REG-0019806,14,9.32
REG-0019806,4,10.03
REG-0019806,5,1.73
REG-0019806,6,13.22
REG-0019806,7,1.87
REG-0019806,8,1.31
REG-0019806,9,0.28
REG-0019806,10,1.43
REG-0019806,11,0.54
REG-0019806,12,146.25
REG-0019806,13,0.46
REG-0019807,1,39.33
REG-0019807,2,10.37
REG-0019807,3,8.43
REG-0019807,14,9.97
REG-0019807,4,9.97
REG-0019807,5,1.66
REG-0019807,6,13.95
REG-0019807,7,1.57
REG-0019807,8,1.16
REG-0019807,9,0.35
REG-0019807,10,1.51
REG-0019807,11,0.64
REG-0019807,12,124.42
REG-0019807,13,0.59
REG-0019808,1,40.81
REG-0019808,2,8.11
REG-0019808,3,8.81
REG-0019808,14,10.22
REG-0019808,4,9.72
REG-0019808,5,1.63
REG-0019808,6,14.48
REG-0019808,7,1.48
REG-0019808,8,1.2
REG-0019808,9,0.35
REG-0019808,10,1.54
REG-0019808,11,0.59
REG-0019808,12,127.35
REG-0019808,13,0.44
REG-0019809,1,42.93
REG-0019809,2,8.12
REG-0019809,3,7.48
REG-0019809,14,9.14
REG-0019809,4,10.37
REG-0019809,5,1.71
REG-0019809,6,12.83
REG-0019809,7,1.8
REG-0019809,8,1.32
REG-0019809,9,0.31
REG-0019809,10,1.43
REG-0019809,11,0.62
REG-0019809,12,147.80
REG-0019809,13,0.42
REG-0019810,1,43.3
REG-0019810,2,8.25
REG-0019810,3,7.62
REG-0019810,14,9.26
REG-0019810,4,9.91
REG-0019810,5,1.72
REG-0019810,6,13.13
REG-0019810,7,1.75
REG-0019810,8,1.28
REG-0019810,9,0.29
REG-0019810,10,1.4
REG-0019810,11,0.53
REG-0019810,12,137.71
REG-0019810,13,0.44
REG-0019811,1,39.83
REG-0019811,2,9.16
REG-0019811,3,8.51
REG-0019811,14,10.02
REG-0019811,4,10.21
REG-0019811,5,1.64
REG-0019811,6,14.01
REG-0019811,7,1.55
REG-0019811,8,1.18
REG-0019811,9,0.36
REG-0019811,10,1.53
REG-0019811,11,0.69
REG-0019811,12,123.29
REG-0019811,13,0.52
REG-0019812,1,43.04
REG-0019812,2,8.84
REG-0019812,3,7.28
REG-0019812,14,8.91
REG-0019812,4,9.9
REG-0019812,5,1.73
REG-0019812,6,12.76
REG-0019812,7,1.83
REG-0019812,8,1.27
REG-0019812,9,0.25
REG-0019812,10,1.41
REG-0019812,11,0.52
REG-0019812,12,140.79
REG-0019812,13,0.53
REG-0019813,1,38.96
REG-0019813,2,10.9
REG-0019813,3,7.68
REG-0019813,14,9.19
REG-0019813,4,10.52
REG-0019813,5,1.66
REG-0019813,6,13.91
REG-0019813,7,1.52
REG-0019813,8,1.16
REG-0019813,9,0.31
REG-0019813,10,1.52
REG-0019813,11,0.77
REG-0019813,12,122.25
REG-0019813,13,0.58
REG-0019814,1,43.74
REG-0019814,2,7.36
REG-0019814,3,7.37
REG-0019814,14,9.09
REG-0019814,4,10.4
REG-0019814,5,1.79
REG-0019814,6,12.85
REG-0019814,7,1.86
REG-0019814,8,1.36
REG-0019814,9,0.35
REG-0019814,10,1.42
REG-0019814,11,0.58
REG-0019814,12,141.82
REG-0019814,13,0.46
REG-0019815,1,38.1
REG-0019815,2,12.24
REG-0019815,3,7.37
REG-0019815,14,9.01
REG-0019815,4,10.55
REG-0019815,5,1.87
REG-0019815,6,13.88
REG-0019815,7,1.68
REG-0019815,8,1.18
REG-0019815,9,0.38
REG-0019815,10,1.48
REG-0019815,11,0.74
REG-0019815,12,122.34
REG-0019815,13,0.64
REG-0019816,1,42.43
REG-0019816,2,9.03
REG-0019816,3,7.45
REG-0019816,14,9.13
REG-0019816,4,10.11
REG-0019816,5,1.74
REG-0019816,6,13.24
REG-0019816,7,1.88
REG-0019816,8,1.27
REG-0019816,9,0.24
REG-0019816,10,1.42
REG-0019816,11,0.52
REG-0019816,12,138.26
REG-0019816,13,0.54
REG-0019817,1,42.32
REG-0019817,2,9.37
REG-0019817,3,7.44
REG-0019817,14,9.14
REG-0019817,4,10.02
REG-0019817,5,1.82
REG-0019817,6,12.68
REG-0019817,7,1.85
REG-0019817,8,1.24
REG-0019817,9,0.24
REG-0019817,10,1.41
REG-0019817,11,0.55
REG-0019817,12,128.36
REG-0019817,13,0.55
REG-0019818,1,39.7
REG-0019818,2,9
REG-0019818,3,7.43
REG-0019818,14,9.18
REG-0019818,4,10.57
REG-0019818,5,1.81
REG-0019818,6,14
REG-0019818,7,1.65
REG-0019818,8,1.25
REG-0019818,9,0.39
REG-0019818,10,1.47
REG-0019818,11,0.72
REG-0019818,12,126.30
REG-0019818,13,0.53
REG-0019819,1,43.14
REG-0019819,2,8.09
REG-0019819,3,7.5
REG-0019819,14,8.96
REG-0019819,4,10.28
REG-0019819,5,1.77
REG-0019819,6,13.23
REG-0019819,7,2.09
REG-0019819,8,1.34
REG-0019819,9,0.27
REG-0019819,10,1.4
REG-0019819,11,0.56
REG-0019819,12,146.79
REG-0019819,13,0.53
REG-0019820,1,38.97
REG-0019820,2,10.88
REG-0019820,3,7.57
REG-0019820,14,9.11
REG-0019820,4,10.39
REG-0019820,5,1.77
REG-0019820,6,14.19
REG-0019820,7,1.56
REG-0019820,8,1.17
REG-0019820,9,0.3
REG-0019820,10,1.49
REG-0019820,11,0.72
REG-0019820,12,123.27
REG-0019820,13,0.59
REG-0019821,1,38.4
REG-0019821,2,10.84
REG-0019821,3,7.93
REG-0019821,14,9.46
REG-0019821,4,10.22
REG-0019821,5,1.74
REG-0019821,6,14.18
REG-0019821,7,1.64
REG-0019821,8,1.14
REG-0019821,9,0.3
REG-0019821,10,1.49
REG-0019821,11,0.68
REG-0019821,12,122.41
REG-0019821,13,0.6
REG-0019822,1,43.17
REG-0019822,2,8.36
REG-0019822,3,7.39
REG-0019822,14,9.02
REG-0019822,4,10.17
REG-0019822,5,1.75
REG-0019822,6,12.75
REG-0019822,7,1.71
REG-0019822,8,1.27
REG-0019822,9,0.33
REG-0019822,10,1.46
REG-0019822,11,0.31
REG-0019822,12,138.66
REG-0019822,13,0.48
REG-0019823,1,39.84
REG-0019823,2,8.58
REG-0019823,3,8.16
REG-0019823,14,9.87
REG-0019823,4,10.34
REG-0019823,5,1.73
REG-0019823,6,14.03
REG-0019823,7,1.56
REG-0019823,8,1.2
REG-0019823,9,0.35
REG-0019823,10,1.55
REG-0019823,11,0.36
REG-0019823,12,118.83
REG-0019823,13,0.46
REG-0019824,1,42.51
REG-0019824,2,8.73
REG-0019824,3,7.59
REG-0019824,14,9.14
REG-0019824,4,10.3
REG-0019824,5,1.8
REG-0019824,6,12.8
REG-0019824,7,1.9
REG-0019824,8,1.25
REG-0019824,9,0.31
REG-0019824,10,1.44
REG-0019824,11,0.57
REG-0019824,12,135.86
REG-0019824,13,0.46
REG-0019825,1,40.2
REG-0019825,2,8.03
REG-0019825,3,8.64
REG-0019825,14,10.04
REG-0019825,4,10.37
REG-0019825,5,1.6
REG-0019825,6,14.61
REG-0019825,7,1.57
REG-0019825,8,1.23
REG-0019825,9,0.39
REG-0019825,10,1.58
REG-0019825,11,0.71
REG-0019825,12,130.75
REG-0019825,13,0.48
REG-0019826,1,36.74
REG-0019826,2,9.24
REG-0019826,3,6.33
REG-0019826,14,8.21
REG-0019826,4,10.01
REG-0019826,5,1.78
REG-0019826,6,16.6
REG-0019826,7,1.31
REG-0019826,8,1.27
REG-0019826,9,0.33
REG-0019826,10,1.46
REG-0019826,11,0.31
REG-0019826,12,138.66
REG-0019826,13,0.48
REG-0019827,1,39.34
REG-0019827,2,10.16
REG-0019827,3,8.15
REG-0019827,14,9.89
REG-0019827,4,10.36
REG-0019827,5,1.64
REG-0019827,6,14.18
REG-0019827,7,1.65
REG-0019827,8,1.14
REG-0019827,9,0.41
REG-0019827,10,1.62
REG-0019827,11,0.65
REG-0019827,12,98.76
REG-0019827,13,0.6
REG-0019828,1,38.74
REG-0019828,2,9.12
REG-0019828,3,5.71
REG-0019828,14,8.11
REG-0019828,4,9.64
REG-0019828,5,1.82
REG-0019828,6,17.07
REG-0019828,7,1.38
REG-0019828,8,1.07
REG-0019828,9,0.34
REG-0019828,10,1.57
REG-0019828,11,0.76
REG-0019828,12,66.60
REG-0019828,13,0.5
REG-0019829,1,40.49
REG-0019829,2,9.02
REG-0019829,3,5.6
REG-0019829,14,7.87
REG-0019829,4,10.57
REG-0019829,5,1.75
REG-0019829,6,16.34
REG-0019829,7,1.33
REG-0019829,8,1.17
REG-0019829,9,0.37
REG-0019829,10,1.74
REG-0019829,11,0.85
REG-0019829,12,77.66
REG-0019829,13,0.5
REG-0019830,1,39.5
REG-0019830,2,11.07
REG-0019830,3,7.67
REG-0019830,14,9.57
REG-0019830,4,10.84
REG-0019830,5,1.59
REG-0019830,6,13.46
REG-0019830,7,1.64
REG-0019830,8,1.13
REG-0019830,9,0.35
REG-0019830,10,1.59
REG-0019830,11,0.68
REG-0019830,12,103.67
REG-0019830,13,0.63
REG-0019831,1,38.61
REG-0019831,2,9.16
REG-0019831,3,5.94
REG-0019831,14,8.21
REG-0019831,4,9.75
REG-0019831,5,1.82
REG-0019831,6,16.76
REG-0019831,7,1.39
REG-0019831,8,1.1
REG-0019831,9,0.39
REG-0019831,10,1.65
REG-0019831,11,0.84
REG-0019831,12,67.34
REG-0019831,13,0.5
REG-0019832,1,39.69
REG-0019832,2,8.89
REG-0019832,3,8.35
REG-0019832,14,10.68
REG-0019832,4,10.42
REG-0019832,5,1.58
REG-0019832,6,14.87
REG-0019832,7,1.4
REG-0019832,8,1.14
REG-0019832,9,0.38
REG-0019832,10,1.55
REG-0019832,11,0.67
REG-0019832,12,100.76
REG-0019832,13,0.5
REG-0019833,1,39.28
REG-0019833,2,8.75
REG-0019833,3,5.63
REG-0019833,14,7.82
REG-0019833,4,10.58
REG-0019833,5,1.9
REG-0019833,6,15.74
REG-0019833,7,1.41
REG-0019833,8,1.09
REG-0019833,9,0.35
REG-0019833,10,1.67
REG-0019833,11,0.91
REG-0019833,12,80.59
REG-0019833,13,0.49
REG-0019834,1,40.34
REG-0019834,2,9.27
REG-0019834,3,7.85
REG-0019834,14,9.86
REG-0019834,4,10.67
REG-0019834,5,1.67
REG-0019834,6,13.68
REG-0019834,7,1.5
REG-0019834,8,1.17
REG-0019834,9,0.37
REG-0019834,10,1.6
REG-0019834,11,0.73
REG-0019834,12,105.66
REG-0019834,13,0.55
REG-0019835,1,39.83
REG-0019835,2,9.82
REG-0019835,3,7.97
REG-0019835,14,10.25
REG-0019835,4,10.78
REG-0019835,5,1.64
REG-0019835,6,14.58
REG-0019835,7,1.46
REG-0019835,8,1.21
REG-0019835,9,0.31
REG-0019835,10,1.58
REG-0019835,11,0.69
REG-0019835,12,102.63
REG-0019835,13,0.56
REG-0019836,1,39.62
REG-0019836,2,9.15
REG-0019836,3,8.06
REG-0019836,14,10.18
REG-0019836,4,10.52
REG-0019836,5,1.77
REG-0019836,6,13.8
REG-0019836,7,1.55
REG-0019836,8,1.18
REG-0019836,9,0.38
REG-0019836,10,1.47
REG-0019836,11,0.74
REG-0019836,12,103.33
REG-0019836,13,0.54
REG-0019837,1,39.16
REG-0019837,2,8.97
REG-0019837,3,5.76
REG-0019837,14,7.67
REG-0019837,4,10.39
REG-0019837,5,1.84
REG-0019837,6,16.27
REG-0019837,7,1.37
REG-0019837,8,1.08
REG-0019837,9,0.33
REG-0019837,10,1.62
REG-0019837,11,0.93
REG-0019837,12,74.49
REG-0019837,13,0.5
REG-0019838,1,39.97
REG-0019838,2,9.41
REG-0019838,3,7.81
REG-0019838,14,10.05
REG-0019838,4,10.56
REG-0019838,5,1.41
REG-0019838,6,15.7
REG-0019838,7,1.71
REG-0019838,8,1.25
REG-0019838,9,0.37
REG-0019838,10,1.52
REG-0019838,11,0.73
REG-0019838,12,100.75
REG-0019838,13,0.54
REG-0019839,1,39.49
REG-0019839,2,10.71
REG-0019839,3,8.35
REG-0019839,14,10.39
REG-0019839,4,10.52
REG-0019839,5,1.71
REG-0019839,6,13.68
REG-0019839,7,1.59
REG-0019839,8,1.16
REG-0019839,9,0.43
REG-0019839,10,1.55
REG-0019839,11,0.67
REG-0019839,12,102.81
REG-0019839,13,0.57
REG-0019840,1,38.07
REG-0019840,2,9.22
REG-0019840,3,6.36
REG-0019840,14,8.58
REG-0019840,4,10.75
REG-0019840,5,1.9
REG-0019840,6,16.38
REG-0019840,7,1.47
REG-0019840,8,1.1
REG-0019840,9,0.39
REG-0019840,10,1.71
REG-0019840,11,0.94
REG-0019840,12,70.63
REG-0019840,13,0.46
REG-0019841,1,37.97
REG-0019841,2,9.47
REG-0019841,3,6.62
REG-0019841,14,8.77
REG-0019841,4,10.91
REG-0019841,5,1.83
REG-0019841,6,15.77
REG-0019841,7,1.36
REG-0019841,8,1.06
REG-0019841,9,0.41
REG-0019841,10,1.73
REG-0019841,11,0.94
REG-0019841,12,78.05
REG-0019841,13,0.47
REG-0019842,1,39.45
REG-0019842,2,10.3
REG-0019842,3,8.06
REG-0019842,14,10.11
REG-0019842,4,10.38
REG-0019842,5,1.67
REG-0019842,6,14.36
REG-0019842,7,1.45
REG-0019842,8,1.14
REG-0019842,9,0.38
REG-0019842,10,1.59
REG-0019842,11,0.67
REG-0019842,12,101.76
REG-0019842,13,0.54
REG-0019843,1,38.12
REG-0019843,2,9.14
REG-0019843,3,6.72
REG-0019843,14,8.69
REG-0019843,4,10.89
REG-0019843,5,1.68
REG-0019843,6,16.41
REG-0019843,7,1.38
REG-0019843,8,1.13
REG-0019843,9,0.45
REG-0019843,10,1.73
REG-0019843,11,0.99
REG-0019843,12,80.10
REG-0019843,13,0.47
REG-0019844,1,39.66
REG-0019844,2,9.77
REG-0019844,3,8.17
REG-0019844,14,10.14
REG-0019844,4,10.43
REG-0019844,5,1.74
REG-0019844,6,13.84
REG-0019844,7,1.55
REG-0019844,8,1.19
REG-0019844,9,0.44
REG-0019844,10,1.58
REG-0019844,11,0.67
REG-0019844,12,100.49
REG-0019844,13,0.49
REG-0019845,1,38.51
REG-0019845,2,8.95
REG-0019845,3,6.55
REG-0019845,14,8.53
REG-0019845,4,10.77
REG-0019845,5,1.86
REG-0019845,6,16.52
REG-0019845,7,1.47
REG-0019845,8,1.2
REG-0019845,9,0.44
REG-0019845,10,1.59
REG-0019845,11,0.98
REG-0019845,12,76.63
REG-0019845,13,0.43
REG-0019846,1,39.32
REG-0019846,2,10.72
REG-0019846,3,8.03
REG-0019846,14,10
REG-0019846,4,10.75
REG-0019846,5,1.7
REG-0019846,6,14.29
REG-0019846,7,1.67
REG-0019846,8,1.16
REG-0019846,9,0.4
REG-0019846,10,1.63
REG-0019846,11,0.64
REG-0019846,12,94.63
REG-0019846,13,0.57
REG-0019847,1,38.55
REG-0019847,2,9.24
REG-0019847,3,5.96
REG-0019847,14,7.77
REG-0019847,4,10.6
REG-0019847,5,1.79
REG-0019847,6,15.05
REG-0019847,7,1.24
REG-0019847,8,1.1
REG-0019847,9,0.37
REG-0019847,10,1.69
REG-0019847,11,0.96
REG-0019847,12,86.44
REG-0019847,13,0.52
REG-0019848,1,39.41
REG-0019848,2,10.26
REG-0019848,3,8.05
REG-0019848,14,9.49
REG-0019848,4,10.26
REG-0019848,5,1.77
REG-0019848,6,14.14
REG-0019848,7,1.62
REG-0019848,8,1.18
REG-0019848,9,0.38
REG-0019848,10,1.52
REG-0019848,11,0.69
REG-0019848,12,125.87
REG-0019848,13,0.59
REG-0019849,1,39.89
REG-0019849,2,9.38
REG-0019849,3,8.36
REG-0019849,14,10.08
REG-0019849,4,10.6
REG-0019849,5,1.77
REG-0019849,6,14.29
REG-0019849,7,1.61
REG-0019849,8,1.16
REG-0019849,9,0.34
REG-0019849,10,1.64
REG-0019849,11,0.65
REG-0019849,12,105.45
REG-0019849,13,0.54
REG-0019850,1,39.39
REG-0019850,2,8.54
REG-0019850,3,6.52
REG-0019850,14,8.51
REG-0019850,4,10.11
REG-0019850,5,1.88
REG-0019850,6,15.43
REG-0019850,7,15.43
REG-0019850,8,15.43
REG-0019850,9,15.43
REG-0019850,10,15.43
REG-0019850,11,15.43
REG-0019850,12,72.70
REG-0019850,13,0.48
REG-0019851,1,39.66
REG-0019851,2,9.97
REG-0019851,3,7.94
REG-0019851,14,9.98
REG-0019851,4,10.48
REG-0019851,5,1.65
REG-0019851,6,13.8
REG-0019851,7,13.8
REG-0019851,8,13.8
REG-0019851,9,13.8
REG-0019851,10,13.8
REG-0019851,11,13.8
REG-0019851,12,96.72
REG-0019851,13,0.59
REG-0019852,1,39.81
REG-0019852,2,8.23
REG-0019852,3,6.61
REG-0019852,14,8.82
REG-0019852,4,9.8
REG-0019852,5,1.88
REG-0019852,6,17.4
REG-0019852,7,1.23
REG-0019852,8,1.14
REG-0019852,9,0.45
REG-0019852,10,1.68
REG-0019852,11,0.77
REG-0019852,12,66.28
REG-0019852,13,0.44
REG-0019853,1,39.83
REG-0019853,2,9.37
REG-0019853,3,8.77
REG-0019853,14,10.81
REG-0019853,4,10.15
REG-0019853,5,1.45
REG-0019853,6,14.78
REG-0019853,7,1.75
REG-0019853,8,1.16
REG-0019853,9,0.42
REG-0019853,10,1.53
REG-0019853,11,0.67
REG-0019853,12,108.21
REG-0019853,13,0.54
REG-0019854,1,39.87
REG-0019854,2,8.29
REG-0019854,3,6.98
REG-0019854,14,8.95
REG-0019854,4,9.78
REG-0019854,5,2.04
REG-0019854,6,15.85
REG-0019854,7,1.29
REG-0019854,8,1.1
REG-0019854,9,0.43
REG-0019854,10,1.69
REG-0019854,11,0.63
REG-0019854,12,75.46
REG-0019854,13,0.4
REG-0019855,1,39.6
REG-0019855,2,8.69
REG-0019855,3,6.49
REG-0019855,14,8.54
REG-0019855,4,9.41
REG-0019855,5,1.77
REG-0019855,6,17.39
REG-0019855,7,1.41
REG-0019855,8,1.16
REG-0019855,9,0.41
REG-0019855,10,1.59
REG-0019855,11,0.74
REG-0019855,12,68.36
REG-0019855,13,0.46
REG-0019856,1,39.73
REG-0019856,2,10.28
REG-0019856,3,8.52
REG-0019856,14,10.6
REG-0019856,4,9.81
REG-0019856,5,1.56
REG-0019856,6,14.52
REG-0019856,7,1.71
REG-0019856,8,1.13
REG-0019856,9,0.37
REG-0019856,10,1.39
REG-0019856,11,0.64
REG-0019856,12,104.00
REG-0019856,13,0.6
REG-0019857,1,38.96
REG-0019857,2,9.16
REG-0019857,3,6.08
REG-0019857,14,8.15
REG-0019857,4,10.61
REG-0019857,5,1.77
REG-0019857,6,16.03
REG-0019857,7,1.32
REG-0019857,8,1.11
REG-0019857,9,0.38
REG-0019857,10,1.7
REG-0019857,11,0.87
REG-0019857,12,75.43
REG-0019857,13,0.5
REG-0019858,1,39.35
REG-0019858,2,10.09
REG-0019858,3,7.91
REG-0019858,14,9.81
REG-0019858,4,10.21
REG-0019858,5,1.62
REG-0019858,6,15.33
REG-0019858,7,1.53
REG-0019858,8,1.14
REG-0019858,9,0.38
REG-0019858,10,1.56
REG-0019858,11,0.63
REG-0019858,12,101.14
REG-0019858,13,0.59
REG-0019859,1,39.95
REG-0019859,2,9.62
REG-0019859,3,8.56
REG-0019859,14,10.47
REG-0019859,4,10.27
REG-0019859,5,1.4
REG-0019859,6,14.55
REG-0019859,7,1.82
REG-0019859,8,1.16
REG-0019859,9,0.41
REG-0019859,10,1.5
REG-0019859,11,0.65
REG-0019859,12,107.43
REG-0019859,13,0.56
REG-0019860,1,38.62
REG-0019860,2,9.09
REG-0019860,3,6.7
REG-0019860,14,8.6
REG-0019860,4,10.17
REG-0019860,5,1.91
REG-0019860,6,15.66
REG-0019860,7,1.48
REG-0019860,8,1.1
REG-0019860,9,0.39
REG-0019860,10,1.7
REG-0019860,11,0.71
REG-0019860,12,76.30
REG-0019860,13,0.47
REG-0019861,1,39.38
REG-0019861,2,10.09
REG-0019861,3,8.29
REG-0019861,14,10.19
REG-0019861,4,10.37
REG-0019861,5,1.59
REG-0019861,6,14.76
REG-0019861,7,1.7
REG-0019861,8,1.17
REG-0019861,9,0.44
REG-0019861,10,1.53
REG-0019861,11,0.68
REG-0019861,12,103.55
REG-0019861,13,0.51
REG-0019862,1,38.39
REG-0019862,2,10.46
REG-0019862,3,6.16
REG-0019862,14,8.37
REG-0019862,4,9.83
REG-0019862,5,1.71
REG-0019862,6,17.72
REG-0019862,7,1.39
REG-0019862,8,1.12
REG-0019862,9,0.4
REG-0019862,10,1.61
REG-0019862,11,0.6
REG-0019862,12,70.90
REG-0019862,13,0.55
REG-0019863,1,39.29
REG-0019863,2,10.06
REG-0019863,3,8.23
REG-0019863,14,10.22
REG-0019863,4,10.41
REG-0019863,5,1.63
REG-0019863,6,14.38
REG-0019863,7,1.65
REG-0019863,8,1.16
REG-0019863,9,0.41
REG-0019863,10,1.54
REG-0019863,11,0.69
REG-0019863,12,103.55
REG-0019863,13,0.51
REG-0019864,1,38.68
REG-0019864,2,8.92
REG-0019864,3,6.33
REG-0019864,14,8.56
REG-0019864,4,10.31
REG-0019864,5,1.89
REG-0019864,6,16.83
REG-0019864,7,1.4
REG-0019864,8,1.21
REG-0019864,9,0.44
REG-0019864,10,1.66
REG-0019864,11,0.71
REG-0019864,12,73.08
REG-0019864,13,0.43
REG-0019865,1,38.98
REG-0019865,2,10.22
REG-0019865,3,8.26
REG-0019865,14,10.09
REG-0019865,4,10.81
REG-0019865,5,1.73
REG-0019865,6,14.32
REG-0019865,7,1.62
REG-0019865,8,1.16
REG-0019865,9,0.38
REG-0019865,10,1.53
REG-0019865,11,0.68
REG-0019865,12,103.38
REG-0019865,13,0.56
REG-0019866,1,38.9
REG-0019866,2,9.01
REG-0019866,3,6.13
REG-0019866,14,8.45
REG-0019866,4,10.68
REG-0019866,5,1.66
REG-0019866,6,16.17
REG-0019866,7,1.48
REG-0019866,8,1.15
REG-0019866,9,0.4
REG-0019866,10,1.65
REG-0019866,11,0.87
REG-0019866,12,69.81
REG-0019866,13,0.57
REG-0019867,1,39.37
REG-0019867,2,10.2
REG-0019867,3,7.95
REG-0019867,14,9.88
REG-0019867,4,10.74
REG-0019867,5,1.6
REG-0019867,6,14.05
REG-0019867,7,1.81
REG-0019867,8,1.23
REG-0019867,9,0.46
REG-0019867,10,1.55
REG-0019867,11,0.69
REG-0019867,12,95.73
REG-0019867,13,0.58
REG-0019868,1,39.23
REG-0019868,2,10.79
REG-0019868,3,7.67
REG-0019868,14,9.75
REG-0019868,4,10.1
REG-0019868,5,1.73
REG-0019868,6,14.11
REG-0019868,7,1.74
REG-0019868,8,1.17
REG-0019868,9,0.33
REG-0019868,10,1.44
REG-0019868,11,0.62
REG-0019868,12,90.86
REG-0019868,13,0.58
REG-0019869,1,38.68
REG-0019869,2,9.57
REG-0019869,3,6.09
REG-0019869,14,8.52
REG-0019869,4,9.84
REG-0019869,5,1.76
REG-0019869,6,17.02
REG-0019869,7,1.29
REG-0019869,8,1.18
REG-0019869,9,0.38
REG-0019869,10,1.62
REG-0019869,11,0.72
REG-0019869,12,68.59
REG-0019869,13,0.48
REG-0019870,1,39.35
REG-0019870,2,10.39
REG-0019870,3,8.18
REG-0019870,14,9.99
REG-0019870,4,10.32
REG-0019870,5,1.64
REG-0019870,6,12.91
REG-0019870,7,1.67
REG-0019870,8,1.09
REG-0019870,9,0.34
REG-0019870,10,1.48
REG-0019870,11,0.62
REG-0019870,12,98.05
REG-0019870,13,0.55
REG-0019871,1,38.94
REG-0019871,2,9.06
REG-0019871,3,6.54
REG-0019871,14,8.77
REG-0019871,4,10.49
REG-0019871,5,1.82
REG-0019871,6,16.77
REG-0019871,7,1.31
REG-0019871,8,1.12
REG-0019871,9,0.44
REG-0019871,10,1.64
REG-0019871,11,0.87
REG-0019871,12,70.35
REG-0019871,13,0.53
REG-0019872,1,39.13
REG-0019872,2,8.76
REG-0019872,3,5.94
REG-0019872,14,7.99
REG-0019872,4,10.59
REG-0019872,5,1.85
REG-0019872,6,16.26
REG-0019872,7,1.55
REG-0019872,8,1.17
REG-0019872,9,0.42
REG-0019872,10,1.74
REG-0019872,11,0.83
REG-0019872,12,67.64
REG-0019872,13,0.5
REG-0019873,1,39.33
REG-0019873,2,10.97
REG-0019873,3,7.6
REG-0019873,14,9.83
REG-0019873,4,9.89
REG-0019873,5,1.77
REG-0019873,6,14.38
REG-0019873,7,1.46
REG-0019873,8,1.13
REG-0019873,9,0.36
REG-0019873,10,1.44
REG-0019873,11,0.62
REG-0019873,12,93.42
REG-0019873,13,0.6
REG-0019874,1,39.75
REG-0019874,2,9.84
