SEMANA,Fecha,Turno,TAC,Op. Envasado,Código,Formato,%Proteína,Categoría,Lote,FP,FV,AGREGADO,LINEA,ESTADO ,NUMERO DE VERSION,LEGIBILIDAD,Observaciones ,Accion Inmediata 
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/20/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250120A0,1/20/2025,1/15/2026,-,E2,CONFORME ,V3,CONFORME,,
4,1/20/2025,II,OVASQUEZC,Kempes C,7530825,0.8,35,KAT V4,PE250120B0,1/20/2025,1/15/2026,-,E2,CONFORME ,V1,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/20/2025,III,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250120A0,1/20/2025,1/15/2026,-,E2,CONFORME ,V3,CONFORME,,
4,1/20/2025,III,DAGUIRREG,MIGUEL LEYTON,7530825,0.8,35,KAT V4,PE250120B0,1/20/2025,1/15/2026,-,E2,CONFORME ,V1,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/21/2025,I,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250121A0,1/21/2025,1/16/2026,-,E2,CONFORME ,V3,CONFORME,,
4,1/21/2025,I,OVASQUEZC,Kempes C,7530825,0.8,35,KAT V4,PE250121B0,1/21/2025,1/16/2026,-,E2,CONFORME ,V1,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/21/2025,II,ECOTRINAO,YURI,7530497,0.8,35,KAT,PE250121A0,1/21/2025,1/16/2026,-,E2,CONFORME ,V3,CONFORME,,
4,1/21/2025,II,ECOTRINAO,YURI,7530825,0.8,35,KAT V4,PE250121B0,1/21/2025,1/16/2026,-,E2,CONFORME ,V1,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/21/2025,III,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250121A0,1/21/2025,1/16/2026,-,E2,CONFORME ,V3,CONFORME,,
4,1/21/2025,III,DAGUIRREG,MIGUEL LEYTON,7530825,0.8,35,KAT V4,PE250121B0,1/21/2025,1/16/2026,-,E2,CONFORME ,V1,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/22/2025,I,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250122A0,1/22/2025,1/17/2026,-,E2,CONFORME ,V3,CONFORME,,
4,1/22/2025,I,OVASQUEZC,Kempes C,7530825,0.8,35,KAT V4,PE250122B0,1/22/2025,1/17/2026,-,E2,CONFORME ,V1,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/22/2025,II,ECOTRINAO,YURI,7530497,0.8,35,KAT,PE250122A0,1/22/2025,1/17/2026,-,E2,CONFORME ,V3,CONFORME,,
4,1/22/2025,II,ECOTRINAO,YURI,7530825,0.8,35,KAT V4,PE250122B0,1/22/2025,1/17/2026,-,E2,CONFORME ,V1,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/22/2025,III,DAGUIRREG,MIGUEL LEYTON,7530825,0.8,35,KAT V4,PE250122B0,1/22/2025,1/17/2026,-,E2,CONFORME ,V1,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/22/2025,III,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250122A0,1/22/2025,1/17/2026,-,E2,CONFORME ,V3,CONFORME,,
4,1/22/2025,III,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250122B0,1/22/2025,1/17/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/23/2025,I,CSIVINCHAV,YURI,7530497,0.8,35,KAT,PE250123A0,1/23/2025,1/18/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/23/2025,I,CSIVINCHAV,YURI,7530497,0.8,35,KAT,PE250123B0,1/23/2025,1/18/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/23/2025,II,ECOTRINAO,YURI,7530777,0.8,35,KAT PC,PE250123A0,1/23/2025,1/18/2026,-,E2,CONFORME ,V1,CONFORME,,
4,1/23/2025,II,ECOTRINAO,YURI,7530497,0.8,35,KAT,PE250123B0,1/23/2025,1/18/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/23/2025,III,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250123B0,1/23/2025,1/18/2026,-,E2,CONFORME ,V3,CONFORME,,
4,1/23/2025,III,OVASQUEZC,Kempes C,7530777,0.8,35,KAT PC,PE250123A0,1/23/2025,1/18/2026,-,E2,CONFORME ,V1,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/24/2025,I,OVASQUEZC,Kempes C,7530777,0.8,35,KAT PC,PE250124A0,1/24/2025,1/19/2026,-,E2,CONFORME ,V1,CONFORME,,
4,1/24/2025,I,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250124B0,1/24/2025,1/19/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
4,1/24/2025,III,EcuevaR,MIGUEL LEYTON,7530777,0.8,35,KAT PC,PE250124A0,1/24/2025,1/19/2026,-,E2,CONFORME ,V1,CONFORME,,
4,1/24/2025,III,EcuevaR,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250124B0,1/24/2025,1/19/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
