IdRegistro,IdMotivo_Causa,IdDecision,ObservacionPulmon
REG-0012806,113.0,,Flotabilidad 0.04 / Particulas por gramo 2167
REG-0012807,,,
REG-0012808,,,
REG-0012809,,,
REG-0012810,,,
REG-0012811,,,
REG-0012812,,,
REG-0012813,,,
REG-0012814,,,
REG-0012815,113.0,,Flotabilidad 0.04
REG-0012816,113.0,,Flotabilidad 0.04 / Particulas por gramo 2059
REG-0012817,,,
REG-0012818,,,
REG-0012819,,,
REG-0012820,,,
REG-0012821,,,
REG-0012822,,,
REG-0012823,,,
REG-0012824,,,
REG-0012825,,,
REG-0012826,113.0,,Flotabilidad 0.28
REG-0012827,113.0,,Flotabilidad 0.33 / Particulas por gramo 1833
REG-0012828,,,
REG-0012829,,,
REG-0012830,,,
REG-0012831,,,
REG-0012832,,,
REG-0012833,,,
REG-0012834,,,
REG-0012835,,,
REG-0012836,113.0,,Flotabilidad 0.06 / Densidad 1.29 / Particulas por gramo 2111
REG-0012837,113.0,,Flotabilidad 0.25 / Particulas por gramo 1900
REG-0012838,,,
REG-0012839,,,
REG-0012840,,,
REG-0012841,,,
REG-0012842,,,
REG-0012843,,,
REG-0012844,113.0,,Flotabilidad 0.05
REG-0012845,113.0,,Flotabilidad 0.13 / Particulas por gramo 2000
REG-0012846,,,
REG-0012847,,,
REG-0012848,,,
REG-0012849,,,
REG-0012850,,,
REG-0012851,,,
REG-0012852,,,
REG-0012853,,,
REG-0012854,113.0,,Flotabilidad 0.20
REG-0012855,113.0,,Flotabilidad 0.29 / Particulas por gramo 1833
REG-0012856,,,
REG-0012857,,,
REG-0012858,,,
REG-0012859,,,
REG-0012860,,,
REG-0012861,,,
REG-0012862,,,
REG-0012863,,,
REG-0012864,113.0,,Flotabilidad 0.08 / Densidad 1.28
REG-0012865,113.0,,Flotabilidad 0.19 / Particulas por gramo 2438
REG-0012866,,,
REG-0012867,,,
REG-0012868,,,
REG-0012869,,,
REG-0012870,,,
REG-0012871,,,
REG-0012872,113.0,,Flotabilidad 0.04 / Particulas por gramo 2258/ Densidad 1.29
REG-0012873,113.0,,Flotabilidad
REG-0012874,,,
REG-0012875,,,
REG-0012876,,,
REG-0012877,,,
REG-0012878,,,
REG-0012879,,,
REG-0012880,,,
REG-0012881,,,
REG-0012882,113.0,,Flotabilidad 0.25 / Particulas por gramo 2333 / Densidad 1.28
REG-0012883,113.0,,Flotabilidad 0.21 / Particulas por gramo 2267 / Densidad 1.28
REG-0012884,,,
REG-0012885,,,
REG-0012886,,,
REG-0012887,,,
REG-0012888,,,
REG-0012889,,,
REG-0012890,,,
REG-0012891,113.0,,Flotabilidad 0.11 / Particulas por gramo 2000 / Densidad 1.28
REG-0012892,113.0,,Flotabilidad 0.26 / Particulas por gramo 1810 / Densidad 1.28
REG-0012893,,,
REG-0012894,,,
REG-0012895,,,
REG-0012896,,,
REG-0012897,,,
REG-0012898,,,
REG-0012899,,,
REG-0012900,,,
REG-0012901,,,
REG-0012902,113.0,,Flotabilidad 0.12 / Particulas por gramo 2258 / Densidad 1.28
REG-0012903,113.0,,Flotabilidad 0.24 / Particulas por gramo 2333
REG-0012904,,,
REG-0012905,,,
REG-0012906,,,
REG-0012907,,,
REG-0012908,,,
REG-0012909,,,
REG-0012910,,,
REG-0012911,,,
REG-0012912,,,
REG-0012913,113.0,,Flotabilidad 0.27 / Particulas por gramo 2500
REG-0012914,113.0,,Flotabilidad 0.44 / Particulas por gramo 2286
REG-0012915,,1.0,Flotabilidad 0.11 / Particulas por gramo 2267 / Densidad  1.30 / Producto caliente
REG-0012916,,,
REG-0012917,,,
REG-0012918,,,
REG-0012919,113.0,,Flotabilidad 0.19 / Particulas por gramo 2350
REG-0012920,,,
REG-0012921,,,
REG-0012922,,,
REG-0012923,,,
REG-0012924,,,
REG-0012925,,,
REG-0012926,113.0,,Flotabilidad 0.44 / Particulas por gramo 2120 / Densidad 1.26 / Reflote 0.226
REG-0012927,113.0,,Flotabilidad 0.12 / Particulas por gramo 2467
REG-0012928,,,
REG-0012929,,,
REG-0012930,,,
REG-0012931,,,
REG-0012932,,,
REG-0012933,,,
REG-0012934,,,
REG-0012935,,,
REG-0012936,,,
REG-0012937,113.0,,Flotabilidad 0.20
REG-0012938,113.0,,Flotabilidad 0.23
REG-0012939,,,
REG-0012940,,,
REG-0012941,,1.0,Flotabilidad 0.28 / Producto caliente / Producto compactado
REG-0012942,,,
REG-0012943,,,
REG-0012944,,,
REG-0012945,,,
REG-0012946,,,
REG-0012947,,,
REG-0012948,,,
REG-0012949,,,
REG-0012950,,,
REG-0012951,,,
REG-0012952,,,
REG-0012953,113.0,,Flotabilidad 0.05
REG-0012954,113.0,,Flotabilidad 0.13
REG-0012955,,,
REG-0012956,,,
REG-0012957,,,
REG-0012958,,,
REG-0012959,,,
REG-0012960,,,
REG-0012961,,,
REG-0012962,,,
REG-0012963,,,
REG-0012964,,,
REG-0012965,,,
REG-0012966,113.0,,Flotabilidad 0.24 / Particulas por gramo 2222 / Densidad 1.25
REG-0012967,113.0,,Flotabilidad 0.18 / Particulas por gramo 1829 / Densidad 1.29
REG-0012968,,,
REG-0012969,,,
REG-0012970,,,
REG-0012971,,,
REG-0012972,,,
REG-0012973,,,
REG-0012974,,,
REG-0012975,,,
REG-0012976,,,
REG-0012977,,,
REG-0012978,113.0,,Flotabilidad 0.03 / Densidad 1.28
REG-0012979,113.0,,Flotabilidad 0.15 / Particulas por gramo 1944
REG-0012980,,,
REG-0012981,,,
REG-0012982,,,
REG-0012983,,,
REG-0012984,,,
REG-0012985,,,
REG-0012986,,,
REG-0012987,113.0,,Flotabilidad 0.35 / Particulas por gramo 2316 / Densidad 1.25
REG-0012988,113.0,,Flotabilidad 0.51 / Particulas por gramo 1813 / Densidad 1.29
REG-0012989,,,
REG-0012990,,,
REG-0012991,,,
REG-0012992,,,
REG-0012993,,,
REG-0012994,,,
REG-0012995,,,
REG-0012996,,,
REG-0012997,113.0,,Flotabilidad 0.13 / Particulas por gramo 2059/ Densidad 1.27
REG-0012998,113.0,,Flotabilidad 0.17 / Particulas por gramo 2121
REG-0012999,,,
REG-0013000,,,
REG-0013001,,,
REG-0013002,,,
REG-0013003,113.0,,Flotabilidad 0.21 / Particulas por gramo 2267 / Densidad 1.28
REG-0013004,113.0,,Flotabilidad 0.30 / Particulas por gramo 2167 / Densidad 1.28
REG-0013005,,,
REG-0013006,,,
REG-0013007,,,
REG-0013008,,,
REG-0013009,,,
REG-0013010,,,
REG-0013011,,,
REG-0013012,,,
REG-0013013,113.0,,Flotabilidad 0.16 / Particulas por gramo 2107 / Densidad 1.26
REG-0013014,113.0,,Flotabilidad 0.25 / Particulas por gramo 2097 / Densidad 1.29
REG-0013015,,,
REG-0013016,,,
REG-0013017,,,
REG-0013018,,,
REG-0013019,,,
REG-0013020,,,
REG-0013021,,,
REG-0013022,113.0,,Flotabilidad 0.15 / Particulas por gramo 1944 / Densidad 1.27
REG-0013023,113.0,,Flotabilidad 0.16 / Particulas por gramo 2121
REG-0013024,,,
REG-0013025,,,
REG-0013026,,,
REG-0013027,,,
REG-0013028,,,
REG-0013029,,,
REG-0013030,,,
REG-0013031,,,
REG-0013032,113.0,,Flotabilidad 0.13 / Densidad 1.26
REG-0013033,113.0,,Flotabilidad 0.19 / Particulas por gramo 1935
REG-0013034,,,
REG-0013035,,,
REG-0013036,,,
REG-0013037,,,
REG-0013038,,,
REG-0013039,,,
REG-0013040,,,
REG-0013041,113.0,,Flotabilidad 0.18 / Particulas por gramo 2462 / Densidad 1.26
REG-0013042,,,
REG-0013043,,,
REG-0013044,,,
REG-0013045,,,
REG-0013046,,,
REG-0013047,,,
REG-0013048,113.0,,Flotabilidad 0.07 / Particulas por gramo 2414 / Densidad 1.28
REG-0013049,113.0,,Flotabilidad 0.19 / Particulas por gramo 2059
REG-0013050,,,
REG-0013051,,,
REG-0013052,,,
REG-0013053,,,
REG-0013054,,,
REG-0013055,,,
REG-0013056,,,
REG-0013057,,,
REG-0013058,113.0,,Flotabilidad 0.25 / Particulas por gramo 1833 / Densidad 1.28
REG-0013059,113.0,,Flotabilidad 0.26 / Particulas por gramo 2267 / Densidad 1.28
REG-0013060,,,
REG-0013061,,,
REG-0013062,,,
REG-0013063,,,
REG-0013064,113.0,,Flotabilidad 0.22 / Particulas por gramo 2132 / Densidad 1.28
REG-0013065,113.0,,Flotabilidad 0.32 / Particulas por gramo 1833 / Densidad 1.28
REG-0013066,,,
REG-0013067,,,
REG-0013068,,,
REG-0013069,,,
REG-0013070,,,
REG-0013071,,,
REG-0013072,,,
REG-0013073,113.0,,Flotabilidad 0.10 / Particulas por gramo 2313 / Densidad 1.26
REG-0013074,113.0,,Flotabilidad 0.36 / Particulas por gramo 1842
REG-0013075,,,
REG-0013076,,,
REG-0013077,,,Rebabas 3.24 / Longitud 56.51
REG-0013078,,,
REG-0013079,,,
REG-0013080,,,
REG-0013081,,,
REG-0013082,,,
REG-0013083,,,
REG-0013084,,,
REG-0013085,,,
REG-0013086,,,
REG-0013087,,,
REG-0013088,,,
REG-0013089,,,
REG-0013090,113.0,,Flotabilidad 0.06 / Particulas por gramo 2222 / Densidad 1.28
REG-0013091,113.0,,Flotabilidad 0.15 / Particulas por gramo 2400
REG-0013092,113.0,,Flotabilidad 0.26 / Particulas por gramo 2069
REG-0013093,,,
REG-0013094,,,
REG-0013095,,,
REG-0013096,,,
REG-0013097,,,
REG-0013098,,,
REG-0013099,,,
REG-0013100,,,
REG-0013101,,,
REG-0013102,,,
REG-0013103,,,
REG-0013104,,,
REG-0013105,,,
REG-0013106,,,
REG-0013107,,,
REG-0013108,,,
REG-0013109,113.0,,Flotabilidad 0.11 / Particulas por gramo 2063 / Densidad 1.26
REG-0013110,113.0,,Flotabilidad 0.14 / Particulas por gramo 1867
REG-0013111,113.0,,Flotabilidad 0.16 / Particulas por gramo 1882 / Densidad 1.29
REG-0013112,,,
REG-0013113,,1.0,Producto se compacta
REG-0013114,,,
REG-0013115,,,
REG-0013116,,,
REG-0013117,,,
REG-0013118,,,
REG-0013119,,,
REG-0013120,,,
REG-0013121,,,
REG-0013122,,,
REG-0013123,,,
REG-0013124,,,
REG-0013125,113.0,,Flotabilidad 0.23 / Particulas por gramo 2133
REG-0013126,113.0,,Flotabilidad 0.32 / Particulas por gramo 1833
REG-0013127,113.0,,Flotabilidad 0.24 / Particulas por gramo 1933
REG-0013128,1.0,1.0,Flotabilidad 0.21 / Particulas por gramo 2000  /  Humedad alta 12.95 / Aw alto 0.68
REG-0013129,1.0,1.0,Flotabilidad 0.20 / Particulas por gramo 2000  /  Humedad alta 12.23  / Aw alto 0.67
REG-0013130,,,
REG-0013131,,,
REG-0013132,,,
REG-0013133,,,
REG-0013134,,,
REG-0013135,113.0,,Flotabilidad 0.18 / Particulas por gramo 2000 / Densidad 1.28
REG-0013136,,,
REG-0013137,,,
REG-0013138,113.0,,Flotabilidad 0.04 / Particulas por gramo 2400 / Densidad 1.28 / Humedad 11.27  / Apariencia rebabas
REG-0013139,113.0,,Flotabilidad 0.04 / Particulas por gramo 2400 / Densidad 1.27 / Apariencia rebabas
REG-0013140,,,
REG-0013141,,,
REG-0013142,,,
REG-0013143,,,
REG-0013144,,,
REG-0013145,,,
REG-0013146,,,
REG-0013147,,,
REG-0013148,,,
REG-0013149,,,
REG-0013150,,,
REG-0013151,,,
REG-0013152,113.0,,Flotabilidad 0.11 / Particulas por gramo 2500/ Densidad
REG-0013153,113.0,,Flotabilidad 0.14 / Particulas por gramo 2143
REG-0013154,113.0,,Flotabilidad 0.20 / Particulas por gramo 2143 / Densidad 1.28
REG-0013155,,,
REG-0013156,,,
REG-0013157,,,
REG-0013158,113.0,,Flotabilidad 0.16/ Particulas por gramo 1833/ Densidad 1.28
REG-0013159,113.0,,Flotabilidad 0.36 / Particulas por gramo 1800 / Densidad 1.26 / Rebabas 1.64 / Apariencia rebabas
REG-0013160,113.0,,Flotabilidad 0.34 / Particulas por gramo 1933 / Densidad 1.26
REG-0013161,1.0,1.0,Humedad alta 12.07 / Aw alto 0.68
REG-0013162,,,
REG-0013163,,,
REG-0013164,,,
REG-0013165,,,
REG-0013166,,,
REG-0013167,,,
REG-0013168,9.0,1.0,Humedad alta / Aw alto
REG-0013169,,,
REG-0013170,,,
REG-0013171,,,
REG-0013172,,,
REG-0013173,,,
REG-0013174,,,
REG-0013175,113.0,,Flotabilidad 0.28 / Particulas por gramo 1667 / Densidad 1.28
REG-0013176,113.0,,Flotabilidad 0.0.27 / Particulas por gramo 2167 / Densidad 1.28
REG-0013177,113.0,,Flotabilidad 0.32 / Particulas por gramo 1833  / Densidad 1.28
REG-0013178,,,
REG-0013179,,,
REG-0013180,,,
REG-0013181,,,
REG-0013182,,,
REG-0013183,,,
REG-0013184,6.0,1.0,Apariencia ( pellest blancos  ) / Aw alto 0.64
REG-0013185,,,
REG-0013186,,,
REG-0013187,,,
REG-0013188,,,
REG-0013189,,,
REG-0013190,,,
REG-0013191,113.0,,Flotabilidad 0.18 / Particulas por gramo 2067 / Densidad 1.28
REG-0013192,113.0,,Flotabilidad 0.315 / Particulas por gramo 2000  / Densidad 1.28
REG-0013193,113.0,,Flotabilidad 0.25 / Particulas por gramo 1833  / Densidad 1.26
REG-0013194,,,
REG-0013195,,,
REG-0013196,,,
REG-0013197,,,
REG-0013198,,,
REG-0013199,,,
REG-0013200,,,
REG-0013201,,,
REG-0013202,,,
REG-0013203,113.0,,Flotabilidad 0.12 / Particulas por gramo 2429 / Densidad 1.26
REG-0013204,113.0,,Flotabilidad 0.13 / Particulas por gramo 2136
REG-0013205,113.0,,Flotabilidad 0.36 / Particulas por gramo 2047  / Densidad 1.28
REG-0013206,,,
REG-0013207,,,
REG-0013208,,,
REG-0013209,,,
REG-0013210,,,
REG-0013211,,,
REG-0013212,,,
REG-0013213,113.0,,Flotabilidad 0.26 / Particulas por gramo 1933  / Densidad 1.29
REG-0013214,113.0,,Flotabilidad 0.16 / Particulas por gramo 1933  / Densidad 1.26
REG-0013215,,,
REG-0013216,,,
REG-0013217,,,
REG-0013218,,,
REG-0013219,,,
REG-0013220,,,
REG-0013221,,,
REG-0013222,,,
REG-0013223,,,
REG-0013224,,,
REG-0013225,,,
REG-0013226,,,
REG-0013227,113.0,,Flotabilidad 0.16 / Particulas por gramo 2300  / Densidad 1.26 / Rebabas 1.50
REG-0013228,113.0,,Flotabilidad 0.12 / Particulas por gramo 2267 / Densidad 1.28
REG-0013229,113.0,,Flotabilidad 0.31  / Densidad 1.26
REG-0013230,,,
REG-0013231,,,
REG-0013232,,,
REG-0013233,,,
REG-0013234,,,
REG-0013235,,,
REG-0013236,,,
REG-0013237,,,
REG-0013238,,,
REG-0013239,,,
REG-0013240,,,
REG-0013241,,,
REG-0013242,113.0,,Flotabilidad 0.17 / Particulas por gramo 2000 / Densidad 1.28
REG-0013243,113.0,,Flotabilidad 0.13 / Particulas por gramo 2250 / Densidad 1.29
REG-0013244,113.0,,Flotabilidad 0.50 / Particulas por gramo 2074 / Densidad 1.28
REG-0013245,,,
REG-0013246,,,
REG-0013247,,,
REG-0013248,113.0,,Flotabilidad 0.34 / Particulas por gramo 1935 / Densidad 1.29
REG-0013249,,,
REG-0013250,113.0,,Flotabilidad 0.76 / Particulas por gramo 1818
REG-0013251,,,
REG-0013252,,,
REG-0013253,,,
REG-0013254,,,
REG-0013255,,,
REG-0013256,113.0,,Flotabilidad 0.34 / Densidad 1.29
REG-0013257,113.0,,Flotabilidad 0.26 / Particulas por gramo 2069
REG-0013258,,,
REG-0013259,,,
REG-0013260,,,
REG-0013261,,,
REG-0013262,,,
REG-0013263,,,
REG-0013264,,,
REG-0013265,9.0,1.0,Humedad alta 11.40 / Aw alto 0.64
REG-0013266,113.0,,Flotabilidad 0.53 / Densidad 1.28
REG-0013267,,,
REG-0013268,,,
REG-0013269,,,
REG-0013270,,,
REG-0013271,,2.0,Producto se compacta  ( producto caliente )
REG-0013272,,,
REG-0013273,,,
REG-0013274,,,
REG-0013275,,,
REG-0013276,113.0,,Flotabilidad 0.26 / Particulas por gramo 2400
REG-0013277,113.0,,Flotabilidad 0.29 / Particulas por gramo 2308
REG-0013278,,,
REG-0013279,,,
REG-0013280,,,
REG-0013281,,,
REG-0013282,,,
REG-0013283,,,
REG-0013284,,,
REG-0013285,,,
REG-0013286,,,
REG-0013287,113.0,,Flotabilidad 0.24 / Particulas por gramo 2400
REG-0013288,113.0,,Flotabilidad 0.29 / Particulas por gramo 2143
REG-0013289,,,
REG-0013290,,,
REG-0013291,,,
REG-0013292,,,
REG-0013293,,,
REG-0013294,,,
REG-0013295,,,
REG-0013296,,,
REG-0013297,,,
REG-0013298,,,
REG-0013299,113.0,,Flotabilidad 0.33 / Particulas por gramo 2000 / Densidad 1.28
REG-0013300,113.0,,Flotabilidad 0.35/ Particulas por gramo 2267 / Densidad 1.28
REG-0013301,,,
REG-0013302,,,
REG-0013303,,1.0,Humedad 11.68 / aw 0.64
REG-0013304,,,Humedad 11.4 / Flotabilidad 0.4 /Particulas por gramo 2000 / Densidad 1.26
REG-0013305,,,
REG-0013306,,,
REG-0013307,,,
REG-0013308,,,
REG-0013309,,,
REG-0013310,,1.0,Humedad alta 11.68 / Aw alto 0.64
REG-0013311,,,
REG-0013312,,,
REG-0013313,,,
REG-0013314,,,
REG-0013315,,,
REG-0013316,113.0,,Flotabilidad 0.40 / Particulas por gramo 2000 / Densidad 1.29
REG-0013317,113.0,,Flotabilidad 0.31 / Particulas por gramo 2353 / Densidad 1.26
REG-0013318,,,
REG-0013319,,,
REG-0013320,,,
REG-0013321,,,
REG-0013322,,,
REG-0013323,,,
REG-0013324,,,
REG-0013325,,,
REG-0013326,,,
REG-0013327,,,
REG-0013328,,,
REG-0013329,,,
REG-0013330,113.0,,Flotabilidad 0.39 / Particulas por gramo 2133/ Densidad 1.29
REG-0013331,113.0,,Flotabilidad 0.29 / Particulas por gramo 2353 / Densidad 1.26
REG-0013332,,,
REG-0013333,,,
REG-0013334,,,
REG-0013335,,,
REG-0013336,,,
REG-0013337,,,
REG-0013338,,,
REG-0013339,,,
REG-0013340,,,
REG-0013341,,,
REG-0013342,113.0,,Flotabilidad 0.14 / Particulas por gramo 2333 / Densidad 1.26
REG-0013343,113.0,,Flotabilidad 0.31 / Particulas por gramo 2000 / Densidad 1.29
REG-0013344,,,
REG-0013345,,,
REG-0013346,,,
REG-0013347,,,
REG-0013348,,,
REG-0013349,,,
REG-0013350,,,
REG-0013351,,,
REG-0013352,,,
REG-0013353,,,
REG-0013354,113.0,,Flotabilidad 0.28 / Particulas por gramo 2167 / Densidad 1.29
REG-0013355,113.0,,Flotabilidad 0.36 / Particulas por gramo 1833 / Densidad 1.29
REG-0013356,,,
REG-0013357,,,
REG-0013358,,,
REG-0013359,,,
REG-0013360,,,
REG-0013361,,,
REG-0013362,,,
REG-0013363,,,
REG-0013364,,,
REG-0013365,,,
REG-0013366,,,
REG-0013367,,,
REG-0013368,,,
REG-0013369,113.0,,Flotabilidad 0.41 / Particulas por gramo 2250 / Densidad 1.29
REG-0013370,113.0,,Flotabilidad 0.50 / Particulas por gramo 2000 / Densidad 1.29
REG-0013371,,,
REG-0013372,,,
REG-0013373,,,
REG-0013374,,,
REG-0013375,,,
REG-0013376,,,
REG-0013377,113.0,,Flotabilidad 0.28 / Particulas por gramo 2133 / Densidad 1.28
REG-0013378,113.0,,Flotabilidad 0.21 / Particulas por gramo 2333 / Densidad 1.28
REG-0013379,,,
REG-0013380,,,
REG-0013381,,,
REG-0013382,,,
REG-0013383,,,
REG-0013384,,,
REG-0013385,,,
REG-0013386,,,
REG-0013387,113.0,,Flotabilidad 0.20 / Densidad 1.29
REG-0013388,113.0,,Flotabilidad 0.48 / Particulas por gramo 1826 / Densidad 1.28
REG-0013389,,,
REG-0013390,,,
REG-0013391,,,
REG-0013392,,,
REG-0013393,,,
REG-0013394,,,
REG-0013395,113.0,,Flotabilidad 0.10 / Particulas por gramo 2351  / Prote�na alta 38.31
REG-0013396,113.0,,Flotabilidad 0.39 / Particulas por gramo 2057 / Prote�na alta 39.16
REG-0013397,,,
REG-0013398,,,
REG-0013399,,,
REG-0013400,,,
REG-0013401,,,
REG-0013402,,,
REG-0013403,,,
REG-0013404,113.0,,Flotabilidad 0.23/ Particulas por gramo 2310  / Densidad  1.28
REG-0013405,113.0,,Flotabilidad 0.32 / Particulas por gramo 2023 / Densidad 1.26
REG-0013406,,,
REG-0013407,,,
REG-0013408,,,
REG-0013409,,,
REG-0013410,,,
REG-0013411,,,
REG-0013412,,,
REG-0013413,113.0,,Flotabilidad 0.14 / Particulas por gramo 2429
REG-0013414,113.0,,Flotabilidad 0.20 / Particulas por gramo 1842/ Densidad 1.26
REG-0013415,,,
REG-0013416,,,
REG-0013417,,,
REG-0013418,,,
REG-0013419,,,
REG-0013420,,,
REG-0013421,,,
REG-0013422,,,
REG-0013423,113.0,,Flotabilidad 0.06 / Particulas por gramo 2294  / Densidad 1.29
REG-0013424,113.0,,Flotabilidad 0.35  / Particulas por gramo 21.08 / Densidad 1.29
REG-0013425,,,
REG-0013426,,,
REG-0013427,,,
REG-0013428,,,
REG-0013429,,,
REG-0013430,113.0,,Flotabilidad 0.19  / Particulas por gramo 2333 / Densidad 1.28
REG-0013431,113.0,,Flotabilidad 0.41  / Particulas por gramo2467/ Densidad 1.26
REG-0013432,,,
REG-0013433,,,
REG-0013434,,,
REG-0013435,,,
REG-0013436,113.0,,Flotabilidad 0.46 / Densidad 1.28
REG-0013437,,,
REG-0013438,,,
REG-0013439,,,
REG-0013440,113.0,,Flotabilidad 0.40 / Densidad 1.28
REG-0013441,,,
REG-0013442,,,
REG-0013443,,,
REG-0013444,,,
REG-0013445,113.0,,Flotabilidad 0.15 / Particulas por gramo 2167 / Densidad 1.29
REG-0013446,6.0,1.0,Humedad alta 12.45 / Aw alto 0.67
REG-0013447,,,
REG-0013448,,,
REG-0013449,,,
REG-0013450,113.0,,Flotabilidad 0.18 / Particulas por gramo 2233 / Densidad 1.28
REG-0013451,8.0,1.0,Humedad alta 11.34 / Aw alto 0.64
REG-0013452,,,
REG-0013453,,,
REG-0013454,,,
REG-0013455,,,
REG-0013456,,,
REG-0013457,113.0,,Flotabilidad 0.31 / Particulas por gramo 2133 / Densidad 1.28
REG-0013458,,,
REG-0013459,,,
REG-0013460,,,
REG-0013461,,,
REG-0013462,,,
REG-0013463,,,
REG-0013464,113.0,,Flotabilidad 0.20 / Densidad 1.28
REG-0013465,,,
REG-0013466,,,
REG-0013467,,,
REG-0013468,,,
REG-0013469,113.0,,Flotabilidad 0.30 / Particulas por gramo 2133 / Densidad 1.28
REG-0013470,,,
REG-0013471,,,
REG-0013472,,,
REG-0013473,,,
REG-0013474,,,
REG-0013475,,,
REG-0013476,,,
REG-0013477,,,
REG-0013478,113.0,,Flotabilidad 0.27 / Particulas por gramo 2143 / Densidad 1.26
REG-0013479,,,
REG-0013480,,,
REG-0013481,,,
REG-0013482,,,
REG-0013483,,,
REG-0013484,,,
REG-0013485,113.0,,Flotabilidad 0.46 / Particulas por gramo 2192 / Densidad 1.26
REG-0013486,,,
REG-0013487,,,
REG-0013488,,,
REG-0013489,,,
REG-0013490,,,
REG-0013491,,,
REG-0013492,113.0,,Flotabilidad 0.40 / Particulas por gramo 2069 / Densidad 1.28
REG-0013493,,,
REG-0013494,,,
REG-0013495,,,
REG-0013496,,,
REG-0013497,113.0,,Flotabilidad 0.43 / Densidad 1.29
REG-0013498,,,
REG-0013499,,,
REG-0013500,,,
REG-0013501,113.0,,Flotabilidad 0.32 / Densidad 1.28
REG-0013502,,,
REG-0013503,,,
REG-0013504,,,
REG-0013505,113.0,,Flotabilidad 0.24 / Densidad 1.28
REG-0013506,,,
REG-0013507,,,
REG-0013508,,,
REG-0013509,,,
REG-0013510,,,
REG-0013511,113.0,,Flotabilidad 0.12 / Particulas por gramo 2308 / Densidad 1.27
REG-0013512,,,
REG-0013513,,,
REG-0013514,,,
REG-0013515,113.0,,Flotabilidad 0.24 / Densidad 1.28
REG-0013516,,,
REG-0013517,,,
REG-0013518,113.0,,Flotabilidad 0.23 / Densidad 1.28
REG-0013519,,,
REG-0013520,,,
REG-0013521,,,
REG-0013522,,,
REG-0013523,,,
REG-0013524,,,
REG-0013525,,,
REG-0013526,113.0,,Flotabilidad 0.18 / Particulas por gramo 2069 / Densidad 1.27
REG-0013527,,,
REG-0013528,113.0,,Flotabilidad 0.11 /  Densidad 1.28
REG-0013529,,,
REG-0013530,,,
REG-0013531,113.0,,Flotabilidad 0.17 / Particulas por gramo 1800 / Densidad 1.27
REG-0013532,,1.0,Humedad 11.88 / Aw 0.65
REG-0013533,,,
REG-0013534,,,
REG-0013535,,,
REG-0013536,,,
REG-0013537,113.0,,Flotabilidad 0.34 / Particulas por gramo 2143 / Densidad 1.26
REG-0013538,,,
REG-0013539,,,
REG-0013540,,,
REG-0013541,113.0,,Flotabilidad 0.40 /  Densidad 1.26
REG-0013542,,,
REG-0013543,113.0,,Flotabilidad 1.0 / Particulas por gramo 2108 / Densidad 1.26
REG-0013544,,1.0,aw alto 0.64 / Humedad alta 11.74
REG-0013545,,,
REG-0013546,,,
REG-0013547,,,
REG-0013548,113.0,,Flotabilidad 0.3 / Particulas por gramo 2414 / Densidad 1.29
REG-0013549,,,
REG-0013550,,,
REG-0013551,,,
REG-0013552,,,
REG-0013553,,,
REG-0013554,,1.0,Flotabilidad 0.4 / Particulas por gramo  2000/ Densidad 1.28 / Humedd 13.06 / aw 0.68
REG-0013555,113.0,1.0,Flotabilidad 1.78 / Particulas por gramo 5625/ Densidad 1.28 / Apariencia mala ( rebabas y finos )
REG-0013556,113.0,,Flotabilidad 0.5 / Particulas por gramo 2031 / Densidad 1.28
REG-0013557,,,
REG-0013558,,,
REG-0013559,,,
REG-0013560,,,
REG-0013561,113.0,,Flotabilidad 0.62 / Particulas por gramo 2143 / Densidad 1.26
REG-0013562,,,
REG-0013563,,,
REG-0013564,,,
REG-0013565,,,
REG-0013566,,,
REG-0013567,113.0,,Flotabilidad 0.25/ Particulas por gramo 2500 / Densidad 1.27
REG-0013568,,,
REG-0013569,,,
REG-0013570,,,
REG-0013571,,,
REG-0013572,,,
REG-0013573,113.0,,Flotabilidad 0.27 / Densidad 1.25   / Nutrientes ( colesterol 82.84 )
REG-0013574,,,
REG-0013575,,,
REG-0013576,,,
REG-0013577,,,
REG-0013578,,,
REG-0013579,,,
REG-0013580,113.0,,Flotabilidad 0.29 / Densidad 1.25 / Nutrientes ( colesterol 84.57 )
REG-0013581,,,
REG-0013582,,,
REG-0013583,,,
REG-0013584,,,
REG-0013585,,,
REG-0013586,113.0,,Flotabilidad 0.31 / Densidad 1.26 / Longitud 78.64
REG-0013587,,,
REG-0013588,,,
REG-0013589,,1.0,Humedad 11.57 / Aw 0.64
REG-0013590,113.0,,Flotabilidad 0.31 / Densidad 1.25
REG-0013591,,,
REG-0013592,,,
REG-0013593,,,
REG-0013594,113.0,,Flotabilidad 0.29 / Densidad 1.26
REG-0013595,,,
REG-0013596,,,
REG-0013597,,,
REG-0013598,,,
REG-0013599,113.0,,Flotabilidad 0.28 / Densidad 1.28
REG-0013600,,,
REG-0013601,,,
REG-0013602,,,
REG-0013603,113.0,,Flotabilidad 0.25 / Densidad 1.28
REG-0013604,,,
REG-0013605,,,
REG-0013606,,,
REG-0013607,113.0,,Flotabilidad 0.21 / Densidad 1.28
REG-0013608,,1.0,Humedad 11.70 / Aw 0.65
REG-0013609,,,
REG-0013610,113.0,,Flotabilidad 0.07/ Particulas por gramo 2400 / Densidad 1.28
REG-0013611,113.0,,Flotabilidad 0.07/ Densidad 1.28
REG-0013612,,,
REG-0013613,,,
