IdRegistro,IdMotivo_Causa,IdDecision,ObservacionPulmon
REG-0014807,,,
REG-0014808,,,
REG-0014809,,,
REG-0014810,113.0,,Flotabilidad 0.23 / Particulas por gramo 2308 / Densidad 1.28
REG-0014811,,,
REG-0014812,,,
REG-0014813,,,
REG-0014814,,,
REG-0014815,,,
REG-0014816,,,
REG-0014817,,,
REG-0014818,,,
REG-0014819,113.0,,Flotabilidad 0.18 / Particulas por gramo 2267 / Densidad 1.25
REG-0014820,113.0,,Flotabilidad 0.31 / Particulas por gramo 2350 / Densidad 1.30
REG-0014821,113.0,,Flotabilidad 0.09 / Particulas por gramo 1818 / Densidad 1.26
REG-0014822,,,
REG-0014823,,,
REG-0014824,,,
REG-0014825,,,
REG-0014826,,,
REG-0014827,,,
REG-0014828,,,
REG-0014829,,,
REG-0014830,,,
REG-0014831,,,
REG-0014832,113.0,,Flotabilidad 0.37 / Densidad 1.28
REG-0014833,113.0,,Flotabilidad 0.11 / Particulas por gramo 2222 / Densidad 1.28
REG-0014834,113.0,,Flotabilidad 0.15 / Particulas por gramo 2000 / Densidad 1.29
REG-0014835,,,
REG-0014836,,,
REG-0014837,,1.0,Humedad alta 12.36 / Aw alto 0.66
REG-0014838,,,
REG-0014839,113.0,,Flotabilidad 0.24 / Particulas por gramo 2065 / Densidad 1.28
REG-0014840,113.0,,Flotabilidad 0.31 / Particulas por gramo 2143 / Densidad 1.26
REG-0014841,,,
REG-0014842,,,
REG-0014843,,,
REG-0014844,,,
REG-0014845,,,
REG-0014846,113.0,,Flotabilidad 0.09 / Particulas por gramo 1813 / Densidad 1.26
REG-0014847,,,
REG-0014848,,,
REG-0014849,,,
REG-0014850,,,
REG-0014851,,,
REG-0014852,113.0,,Flotabilidad 0.30 / Particulas por gramo 2000 / Densidad 1.28
REG-0014853,,,
REG-0014854,,,
REG-0014855,,,
REG-0014856,,,
REG-0014857,113.0,,Flotabilidad 0.10 / Particulas por gramo 2960 / Densidad 1.28
REG-0014858,,,
REG-0014859,,,
REG-0014860,,,
REG-0014861,,,
REG-0014862,113.0,,Flotabilidad 0.17 / Particulas por gramo 1935 / Densidad 1.28
REG-0014863,,,
REG-0014864,,,
REG-0014865,,,
REG-0014866,,,
REG-0014867,,,
REG-0014868,,,
REG-0014869,113.0,,Flotabilidad 0.25 / Particulas por gramo 2111 / Densidad 1.28
REG-0014870,,,
REG-0014871,,,
REG-0014872,,,
REG-0014873,113.0,,Flotabilidad 0.31 / Particulas por gramo 1610 / Densidad 1.28
REG-0014874,,,
REG-0014875,,,
REG-0014876,,,
REG-0014877,,,
REG-0014878,,,
REG-0014879,,,
REG-0014880,,,
REG-0014881,,,
REG-0014882,,,
REG-0014883,113.0,,Flotabilidad 0.35 / Particulas por gramo 2294 / Densidad 1.28
REG-0014884,113.0,,Flotabilidad 0.27 / Particulas por gramo 2000 / Densidad 1.28
REG-0014885,,,
REG-0014886,,,
REG-0014887,,,
REG-0014888,,,
REG-0014889,113.0,,Flotabilidad 0.69 / Particulas por gramo 2429/ Densidad 1.28
REG-0014890,113.0,,Flotabilidad 0.46 / Particulas por gramo 1962 / Densidad 1.28
REG-0014891,,,
REG-0014892,,,
REG-0014893,,,
REG-0014894,,,
REG-0014895,,,
REG-0014896,,,
REG-0014897,,,
REG-0014898,,,
REG-0014899,,,
REG-0014900,,,
REG-0014901,,,
REG-0014902,113.0,,Flotabilidad 0.23 / Densidad 1.26
REG-0014903,113.0,,Flotabilidad 0.28 / Particulas por gramo 2167 / Densidad 1.28
REG-0014904,,,
REG-0014905,,,
REG-0014906,,,
REG-0014907,,,
REG-0014908,,,
REG-0014909,,,
REG-0014910,113.0,,Flotabilidad 0.50 / Particulas por gramo 2400 / Densidad 1.29
REG-0014911,113.0,,Flotabilidad 0.20 / Particulas por gramo 2000 / Densidad 1.29
REG-0014912,,,
REG-0014913,,,
REG-0014914,,,
REG-0014915,,,
REG-0014916,,,
REG-0014917,,,
REG-0014918,113.0,,Flotabilidad 0.27 / Particulas por gramo 2429 / Densidad 1.29
REG-0014919,113.0,,Flotabilidad 0.22 / Particulas por gramo 2400/ Densidad 1.29
REG-0014920,,,
REG-0014921,113.0,,Flotabilidad 0.27 / Particulas por gramo 2500 / Densidad 1.29
REG-0014922,,,
REG-0014923,,,
REG-0014924,,,
REG-0014925,,,
REG-0014926,,,
REG-0014927,,,
REG-0014928,113.0,,Flotabilidad 0.36 / Particulas por gramo 2045 / Densidad 1.26
REG-0014929,113.0,,Flotabilidad 0.32 / Particulas por gramo 2100/ Densidad 1.28
REG-0014930,,,
REG-0014931,,,
REG-0014932,,,
REG-0014933,,,
REG-0014934,,,
REG-0014935,,,
REG-0014936,,,
REG-0014937,,,
REG-0014938,113.0,,Flotabilidad 0.47 / Particulas por gramo 2400 / Densidad 1.28
REG-0014939,113.0,,Flotabilidad 0.28 / Particulas por gramo 2000/ Densidad 1.29
REG-0014940,,,
REG-0014941,,,
REG-0014942,,,
REG-0014943,,,
REG-0014944,,,
REG-0014945,,,
REG-0014946,113.0,,Flotabilidad 0.33 / Particulas por gramo 2662 / Densidad 1.29
REG-0014947,113.0,,Flotabilidad 0.32 / Particulas por gramo 2500 / Densidad 1.28
REG-0014948,,,
REG-0014949,,,
REG-0014950,,,
REG-0014951,,,
REG-0014952,,,
REG-0014953,,,
REG-0014954,,,
REG-0014955,,,
REG-0014956,,,
REG-0014957,113.0,,Flotabilidad 0.48 / Particulas por gramo 1926 / Densidad 1.26
REG-0014958,113.0,,Flotabilidad 0.31 / Particulas por gramo 2154 / Densidad 1.28
REG-0014959,,,
REG-0014960,,,
REG-0014961,,,
REG-0014962,,,
REG-0014963,,,
REG-0014964,,,
REG-0014965,,,
REG-0014966,113.0,,Flotabilidad 0.39 / Particulas por gramo 2400 / Densidad 1.28
REG-0014967,113.0,,Flotabilidad 0.34 / Particulas por gramo 1935 / Densidad 1.29
REG-0014968,,,
REG-0014969,,,
REG-0014970,,,
REG-0014971,113.0,,Flotabilidad 0.25 / Particulas por gramo 2720 / Densidad 1.28
REG-0014972,113.0,,Flotabilidad 0.43 / Particulas por gramo 2333 / Densidad 1.28
REG-0014973,,,
REG-0014974,,,
REG-0014975,,,
REG-0014976,,,
REG-0014977,,,
REG-0014978,,,
REG-0014979,,,
REG-0014980,,,
REG-0014981,,,
REG-0014982,,,
REG-0014983,,,
REG-0014984,,,
REG-0014985,,,
REG-0014986,,,
REG-0014987,113.0,,Flotabilidad 0.23 / Particulas por gramo 2333 / Densidad 1.28
REG-0014988,113.0,,Flotabilidad 0.25 / Particulas por gramo 1867 / Densidad 1.25
REG-0014989,113.0,,Flotabilidad 0.57 / Particulas por gramo 2111 / Densidad 1.25
REG-0014990,,,
REG-0014991,,,
REG-0014992,,,
REG-0014993,,,
REG-0014994,,,
REG-0014995,,,
REG-0014996,,,
REG-0014997,,,
REG-0014998,,,
REG-0014999,,,
REG-0015000,,,
REG-0015001,113.0,,Flotabilidad 0.32  / Densidad 1.27
REG-0015002,113.0,,Flotabilidad 0.37 / Particulas por gramo 2000
REG-0015003,113.0,,Flotabilidad 0.43 / Particulas por gramo 2400 / Densidad 1.28
REG-0015004,,,
REG-0015005,,,
REG-0015006,,,
REG-0015007,,,
REG-0015008,,,
REG-0015009,,,
REG-0015010,,,
REG-0015011,,,
REG-0015012,,,
REG-0015013,,,
REG-0015014,,,
REG-0015015,113.0,,Flotabilidad 0.18 / Particulas por gramo 2621 / Densidad 1.28
REG-0015016,113.0,,Flotabilidad 0.60 / Particulas por gramo 1658 / Densidad 1.28
REG-0015017,113.0,,Flotabilidad 0.99 / Particulas por gramo 1857 / Densidad 1.28 / Proteina baja 40.78
REG-0015018,,,
REG-0015019,,,
REG-0015020,,,
REG-0015021,,,
REG-0015022,,,
REG-0015023,,,
REG-0015024,,,
REG-0015025,,,
REG-0015026,,,
REG-0015027,,,
REG-0015028,,,
REG-0015029,,,
REG-0015030,,,
REG-0015031,113.0,,Flotabilidad 0.12 / Particulas por gramo 2889 / Densidad 1.25
REG-0015032,113.0,,Flotabilidad 0.22 / Particulas por gramo 2083 / Densidad 1.25
REG-0015033,,,Flotabilidad 0.48 / Particulas por gramo 2067 / Densidad 1.26 / Proteina baja 41.38 / Grasa alta 9.92 / Colesterol 1.06
REG-0015034,,,
REG-0015035,,,
REG-0015036,,,
REG-0015037,,,
REG-0015038,,,
REG-0015039,,,
REG-0015040,,1.0,Aw alto 0.67
REG-0015041,,,
REG-0015042,,,
REG-0015043,113.0,,Flotabilidad 0.22 / Particulas por gramo 2143 / Densidad 1.26
REG-0015044,113.0,,Flotabilidad 0.33 / Particulas por gramo 2000 / Densidad 1.26
REG-0015045,,,Flotabilidad 0.46 / Particulas por gramo 2889 / Densidad 1.26 / Proteina baja 38.49 / Colesterol 0.95
REG-0015046,,,
REG-0015047,,,
REG-0015048,,,
REG-0015049,,,
REG-0015050,,,
REG-0015051,,,
REG-0015052,,,
REG-0015053,,,
REG-0015054,,,
REG-0015055,,,
REG-0015056,,,
REG-0015057,,,
REG-0015058,,,
REG-0015059,,,
REG-0015060,113.0,,Flotabilidad 0.33 / Particulas por gramo 2308 / Densidad 1.28
REG-0015061,113.0,,Flotabilidad 0.32 / Particulas por gramo 1765
REG-0015062,113.0,,Flotabilidad 0.54 / Particulas por gramo 2069 / Densidad 1.27
REG-0015063,,,
REG-0015064,,,
REG-0015065,,,
REG-0015066,,,
REG-0015067,,,
REG-0015068,,,
REG-0015069,,,
REG-0015070,,,
REG-0015071,,,
REG-0015072,,,
REG-0015073,113.0,,Flotabilidad 0.31 / Densidad 1.28
REG-0015074,113.0,,Flotabilidad 0.40 / Particulas por gramo 2000 / Densidad 1.29
REG-0015075,113.0,,Flotabilidad 0.50 / Densidad 1.26 / Particulas por gramo 2000
REG-0015076,,,
REG-0015077,,,
REG-0015078,,,
REG-0015079,,,
REG-0015080,,,
REG-0015081,113.0,,Flotabilidad 0.55 / Densidad 1.29 / Particulas por gramo 2174
REG-0015082,113.0,,Flotabilidad 0.74 / Densidad 1.27 / Particulas por gramo 2083
REG-0015083,,,
REG-0015084,,,
REG-0015085,,,
REG-0015086,,,
REG-0015087,,,
REG-0015088,,,
REG-0015089,113.0,,Flotabilidad 0.74 / Densidad 1.28 / Particulas por gramo 1900
REG-0015090,113.0,,Flotabilidad 0.89 / Densidad 1.26
REG-0015091,,,
REG-0015092,,,
REG-0015093,,,
REG-0015094,113.0,,Flotabilidad 0.61 / Densidad 1.28
REG-0015095,,,
REG-0015096,113.0,1.0,Flotabilidad 5.16 / Densidad 1.20
REG-0015097,,,
REG-0015098,113.0,1.0,Flotabilidad 7.88 / Densidad 1.24
REG-0015099,,,
REG-0015100,,,
REG-0015101,113.0,1.0,Flotabilidad 2.86 / Densidad 1.28
REG-0015102,113.0,,Flotabilidad 0.63/ Densidad 1.26
REG-0015103,113.0,1.0,Flotabilidad 1.73
REG-0015104,113.0,,Flotabilidad 7.88 / Densidad 1.24
REG-0015105,113.0,,Flotabilidad 0.89 / Densidad 1.26
REG-0015106,113.0,1.0,Flotabilidad 2.17 / Densidad 1.26
REG-0015107,,1.0,Humedad alta 12.04 / aw 0.65
REG-0015108,113.0,1.0,Flotabilidad 1.80 / Densidad 1.25 / Proteina baja 40.63
REG-0015109,,1.0,Humedad alta 12.17 / aw 0.65
REG-0015110,,,
REG-0015111,113.0,,Flotabilidad 0.54 / Densidad 1.28 / Particulas por gramo 1864
REG-0015112,,,
REG-0015113,,,
REG-0015114,,,
REG-0015115,,,
REG-0015116,113.0,,Flotabilidad 0.68 / Densidad 1.26 / Particulas por gramo 2167
REG-0015117,,,
REG-0015118,,,
REG-0015119,,,
REG-0015120,,,
REG-0015121,,,
REG-0015122,,,
REG-0015123,,,
REG-0015124,,,
REG-0015125,,,
REG-0015126,,,
REG-0015127,,,
REG-0015128,113.0,,Flotabilidad 0.57 / Densidad 1.27 / Proteina alta 40.08
REG-0015129,113.0,,Flotabilidad 0.77 / Proteina alta 40.69
REG-0015130,113.0,,Flotabilidad 1.2 / Densidad 1.29
REG-0015131,,,
REG-0015132,,,
REG-0015133,,,
REG-0015134,,,
REG-0015135,,,
REG-0015136,113.0,,Flotabilidad 1.29 / Densidad 1.26 / Particulas por gramo 2686
REG-0015137,113.0,,Flotabilidad 0.67 / Densidad 1.26 / Particulas por gramo 2000
REG-0015138,113.0,,Flotabilidad 1.31 / Densidad 1.26 / Particulas por gramo 2296
REG-0015139,,,
REG-0015140,,,
REG-0015141,,,
REG-0015142,,,
REG-0015143,113.0,,Flotabilidad 0.47 / Densidad 1.28 / Particulas por gramo 2857
REG-0015144,,,
REG-0015145,,,
REG-0015146,,,
REG-0015147,,,
REG-0015148,113.0,,Flotabilidad 0.48 / Densidad 1.29 / Particulas por gramo 2786
REG-0015149,,1.0,Aw alto 0.69
REG-0015150,,,
REG-0015151,,,
REG-0015152,,,
REG-0015153,,,
REG-0015154,,,
REG-0015155,,,
REG-0015156,,,
REG-0015157,,,
REG-0015158,,,
REG-0015159,,,
REG-0015160,113.0,,Flotabilidad 0.34 / Densidad 1.29
REG-0015161,113.0,,Flotabilidad 0.73 / Densidad 1.28 / Particulas por gramo 2286
REG-0015162,113.0,,Flotabilidad 0.90 / Densidad 1.27 / Proteina baja 41.05
REG-0015163,,,
REG-0015164,,,
REG-0015165,,,
REG-0015166,,,
REG-0015167,,,
REG-0015168,,,
REG-0015169,,,
REG-0015170,,,
REG-0015171,,,
REG-0015172,113.0,,Flotabilidad 0.64 / Densidad 1.26 / Particulas por gramo 2917
REG-0015173,113.0,,Flotabilidad 0.35 / Densidad 1.28 / Particulas por gramo 1920
REG-0015174,113.0,,Flotabilidad 0.89 / Densidad 1.26 / Proteina baja 41.48  / Particulas por gramo 2629
REG-0015175,,,
REG-0015176,,,
REG-0015177,,,
REG-0015178,,,
REG-0015179,113.0,1.0,Flotabilidad 2.64 / Densidad 1.28
REG-0015180,113.0,1.0,Flotabilidad 2.42 / Densidad 1.28 / Particulas por gramo 2200
REG-0015181,,1.0,Humedad alta 12.57 / Aw alto 0.66
REG-0015182,113.0,,Flotabilidad 1.07 / Densidad 1.28 / Particulas por gramo 2111
REG-0015183,113.0,,Flotabilidad 1.97 / Densidad 1.29 / Particulas por gramo 2545
REG-0015184,,,
REG-0015185,,,
REG-0015186,113.0,1.0,Flotabilidad 1.94 / Densidad 1.28
REG-0015187,,,
REG-0015188,,,
REG-0015189,,,
REG-0015190,,,
REG-0015191,113.0,1.0,Flotabilidad 2.05 / Densidad 1.28 / Particulas por gramo 2435
REG-0015192,,,
REG-0015193,113.0,1.0,Flotabilidad 2.4 / Densidad 1.26
REG-0015194,,,
REG-0015195,,,
REG-0015196,113.0,,Flotabilidad 1.71 / Densidad 1.26
REG-0015197,113.0,,Flotabilidad 1.86 / Densidad 1.26
REG-0015198,113.0,1.0,Flotabilidad 2.04 / Densidad 1.27
REG-0015199,,,
REG-0015200,113.0,1.0,Flotabilidad 2.23 / Densidad 1.25
REG-0015201,113.0,1.0,Flotabilidad 2.01 / Densidad 1.26
REG-0015202,,,
REG-0015203,113.0,1.0,Flotabilidad 4.51 / Densidad 1.26
REG-0015204,,,
REG-0015205,113.0,1.0,Flotabilidad 6.0 / Densidad 1.28
REG-0015206,113.0,1.0,Flotabilidad 1.96 / Densidad 1.29
REG-0015207,,,
REG-0015208,113.0,,Flotabilidad 1.41 / Densidad 1.28 / Particulas por gramo 2833
REG-0015209,113.0,,Flotabilidad 0.45/ Densidad 1.29 / Particulas por gramo 2682
REG-0015210,,,
REG-0015211,,,
REG-0015212,,,
REG-0015213,,,
REG-0015214,,,
REG-0015215,,,
REG-0015216,,,
REG-0015217,113.0,1.0,Flotabilidad 2.19 / Densidad 1.29 / Particulas por gramo 2133
REG-0015218,113.0,1.0,Flotabilidad 2.73 / Densidad 1.28 / Particulas por gramo 2077
REG-0015219,,,
REG-0015220,113.0,,Flotabilidad 1.57 / Densidad 1.27 / Particulas por gramo 2214 / Reflote 0.853
REG-0015221,113.0,,Flotabilidad 2.69 / Densidad 1.26 / Particulas por gramo 2105 / Reflote 0.722
REG-0015222,113.0,,Flotabilidad 0.90 / Densidad 1.29 / Particulas por gramo 2800 / Reflote 0.369
REG-0015223,,,
REG-0015224,,,
REG-0015225,,,
REG-0015226,,,
REG-0015227,,,
REG-0015228,,,
REG-0015229,,,
REG-0015230,113.0,,Flotabilidad 0.17/ Densidad 1.28 / Proteina alta 40.75
REG-0015231,,,
REG-0015232,,,
REG-0015233,113.0,,Flotabilidad 0.38/ Densidad 1.28 / Proteina alta 40.24 / Particulas por gramo 1765
REG-0015234,,,
REG-0015235,,,
REG-0015236,,,
REG-0015237,,,
REG-0015238,,,
REG-0015239,,,
REG-0015240,,,
REG-0015241,,,
REG-0015242,,,
REG-0015243,113.0,,Flotabilidad 0.04/ Densidad 1.29 / Proteina alta 41.15
REG-0015244,113.0,,Flotabilidad 0.02/ Densidad 1.29 / Proteina alta 39.16 / Particulas por gramo 16667
REG-0015245,113.0,,Flotabilidad 0.05/ Densidad 1.29 / Proteina alta 42.11
REG-0015246,,,
REG-0015247,,,
REG-0015248,,,
REG-0015249,,,
REG-0015250,,,
REG-0015251,,1.0,Humedad alta 12.21 / Aw alto 0.65
REG-0015252,,,
REG-0015253,,,
REG-0015254,,,
REG-0015255,113.0,,Flotabilidad 0.11  / Densidad 1.29  / Proteina alta 40.01
REG-0015256,113.0,,Flotabilidad 0.12  / Densidad 1.29 / Particulas por gramo  1917
REG-0015257,113.0,,Flotabilidad0.12  / Densidad  1.29 / Particulas por gramo  2741 / Humedad alta 11.58
REG-0015258,,,
REG-0015259,,,
REG-0015260,,,
REG-0015261,,,
REG-0015262,,,
REG-0015263,,,
REG-0015264,,,
REG-0015265,,,
REG-0015266,,,
REG-0015267,,,
REG-0015268,,,
REG-0015269,113.0,,Flotabilidad 0.09 / Densidad 1.26 / Proteina alta 40.91
REG-0015270,113.0,,Flotabilidad 0.29 / Densidad 1.28 / Proteina alta  / Particulas por gramo 1833 / Proteina alta 40.01
REG-0015271,113.0,,Flotabilidad 0.35 / Densidad 1.26 / Proteina alta 40.62 / Particulas por gramo 1900
REG-0015272,,,
REG-0015273,,,
REG-0015274,,,
REG-0015275,,,
REG-0015276,,,
REG-0015277,,,
REG-0015278,,,
REG-0015279,,,
REG-0015280,113.0,,Flotabilidad 0.22 / Densidad 1.29 / Particulas por gramo 2550
REG-0015281,113.0,,Flotabilidad 0.25 / Densidad 1.29  / Particulas por gramo 2000
REG-0015282,113.0,,Flotabilidad 0.22 / Densidad 1.27  / Particulas por gramo 2476
REG-0015283,,,
REG-0015284,,,
REG-0015285,,,
REG-0015286,,,
REG-0015287,,,
REG-0015288,,,
REG-0015289,,,
REG-0015290,,,
REG-0015291,,,
REG-0015292,,,
REG-0015293,,,
REG-0015294,113.0,,Flotabilidad 0.04 / Densidad 1.28  / Particulas por gramo 2542
REG-0015295,113.0,,Flotabilidad 0.12 / Densidad 1.28  / Particulas por gramo 2045
REG-0015296,113.0,,Flotabilidad 0.19 / Densidad 1.29  / Particulas por gramo 1739
REG-0015297,,,
REG-0015298,,,
REG-0015299,,,
REG-0015300,,,
REG-0015301,,,
REG-0015302,,,
REG-0015303,,,
REG-0015304,,,
REG-0015305,,,
REG-0015306,,,
REG-0015307,113.0,,Flotabilidad 0.05 / Particulas por gramo 2200 / Proteina alta 40.96
REG-0015308,113.0,,Flotabilidad 0.35 / Densidad 1.26  / Particulas por gramo 1923
REG-0015309,113.0,,Flotabilidad 0.23 / Densidad 1.28  / Particulas por gramo 2273
REG-0015310,,,
REG-0015311,,,
REG-0015312,,,
REG-0015313,,,
REG-0015314,,,
REG-0015315,,,
REG-0015316,,,
REG-0015317,113.0,,Flotabilidad 0.11 / Densidad 1.29 / Proteina alta 40.13
REG-0015318,113.0,,Flotabilidad 0.32 / Densidad 1.28  / Particulas por gramo 2091
REG-0015319,113.0,,Flotabilidad 0.43 / Densidad 1.28  / Particulas por gramo 1952
REG-0015320,,,
REG-0015321,,,
REG-0015322,,,
REG-0015323,,,
REG-0015324,,,
REG-0015325,,,
REG-0015326,,,
REG-0015327,,,
REG-0015328,,,
REG-0015329,,,
REG-0015330,,,
REG-0015331,,,
REG-0015332,113.0,,Flotabilidad 0.21 / Densidad 1.28  / Particulas por gramo 2231 / Proteina alta 40.19
REG-0015333,113.0,,Flotabilidad 0.02 / Densidad 1.28  / Particulas por gramo 1857 /Producto caliente
REG-0015334,113.0,,Flotabilidad 0.37 / Densidad 1.28  / Particulas por gramo 1769
REG-0015335,,,
REG-0015336,,,
REG-0015337,,,
REG-0015338,,,
REG-0015339,,,
REG-0015340,,,
REG-0015341,,,
REG-0015342,,,
REG-0015343,,,
REG-0015344,113.0,,Flotabilidad 0.13 / Densidad 1.28 /  Particulas por gramo 2360 / Proteina alta 40.68
REG-0015345,113.0,,Flotabilidad 0.14 / Densidad 1.28 /  Particulas por gramo 2429
REG-0015346,113.0,,Flotabilidad 0.20 / Densidad 1.25 /  Particulas por gramo 1857
REG-0015347,,,
REG-0015348,,,
REG-0015349,,,
REG-0015350,,,
REG-0015351,,,
REG-0015352,,,
REG-0015353,,,
REG-0015354,,,
REG-0015355,,,
REG-0015356,,,
REG-0015357,,,
REG-0015358,113.0,,Flotabilidad 0.08 / Densidad 1.28 /  Particulas por gramo 2750
REG-0015359,113.0,,Flotabilidad 0.11 / Densidad 1.26 /  Particulas por gramo 1778
REG-0015360,113.0,,Flotabilidad 0.18 / Densidad 1.28 /  Particulas por gramo 2900
REG-0015361,,,
REG-0015362,,,
REG-0015363,,,
REG-0015364,,,
REG-0015365,,,
REG-0015366,,,
REG-0015367,,,
REG-0015368,,,
REG-0015369,113.0,,Flotabilidad 0.31 / Densidad 1.28 /  Particulas por gramo 2160 / Proteina alta 40.28
REG-0015370,113.0,,Flotabilidad 0.10 / Densidad 1.26 /  Particulas por gramo 2083
REG-0015371,113.0,,Flotabilidad 0.11 / Densidad 1.28 /  Particulas por gramo 2000
REG-0015372,,,
REG-0015373,,,
REG-0015374,,,
REG-0015375,,,
REG-0015376,,,
REG-0015377,,,
REG-0015378,,,
REG-0015379,,,
REG-0015380,113.0,,Flotabilidad 0.03 / Densidad 1.26 /  Particulas por gramo 2368
REG-0015381,113.0,,Flotabilidad 0.14 / Densidad 1.29 /  Particulas por gramo 2467
REG-0015382,,,
REG-0015383,,,
REG-0015384,,,
REG-0015385,,,
REG-0015386,,,
REG-0015387,113.0,,Flotabilidad 0.19 / Proteina alta 40.31
REG-0015388,113.0,,Flotabilidad 0.03 /  Particulas por gramo 2243 /Proteina baja 40.76
REG-0015389,,,
REG-0015390,,,
REG-0015391,,,
REG-0015392,,,
REG-0015393,,,
REG-0015394,,,
REG-0015395,,,
REG-0015396,,,
REG-0015397,,,
REG-0015398,,,
REG-0015399,,,
REG-0015400,,,
REG-0015401,113.0,,Flotabilidad 0.06 /  Particulas por gramo 2387 / Densidad 1.28
REG-0015402,113.0,,Flotabilidad 0.05 /  Particulas por gramo 2259 / Densidad 1.26
REG-0015403,,,
REG-0015404,,,
REG-0015405,,,
REG-0015406,,,
REG-0015407,,,
REG-0015408,,,
REG-0015409,,,
REG-0015410,,,
REG-0015411,,,
REG-0015412,,,
REG-0015413,113.0,,Flotabilidad 0.02 /  Particulas por gramo 2316 / Densidad 1.28   / Proteina alta 42.28
REG-0015414,113.0,,Flotabilidad 0.20 /  Particulas por gramo 2000
REG-0015415,,,
REG-0015416,,,
REG-0015417,,,
REG-0015418,,,
REG-0015419,,,
REG-0015420,,,
REG-0015421,,,
REG-0015422,,,
REG-0015423,,,
REG-0015424,,,
REG-0015425,,,
REG-0015426,,,
REG-0015427,113.0,,Flotabilidad 0.09 /  Particulas por gramo 2417 / Densidad 1.29
REG-0015428,113.0,,Flotabilida 0.13 / Densidad 1.29 /  Particulas por gramo 2077
REG-0015429,,,
REG-0015430,,,
REG-0015431,,,
REG-0015432,,,
REG-0015433,,,
REG-0015434,,,
REG-0015435,,,
REG-0015436,113.0,,Flotabilida 0.03  / Densidad 1.28 /  Particulas por gramo 1941
REG-0015437,113.0,,Flotabilida 0.07 / Densidad 1.28 /  Particulas por gramo 1786
REG-0015438,,,
REG-0015439,,,
REG-0015440,,,
REG-0015441,,,
REG-0015442,,,
REG-0015443,,,
REG-0015444,113.0,,Flotabilida 0.03 / Densidad 1.29 /  Particulas por gramo 1846 / Proteina alta 40
REG-0015445,,,
REG-0015446,113.0,,Flotabilida 0.05 / Densidad 1.29 /  Particulas por gramo 2278 / Proteina alta 40.02
REG-0015447,,,
REG-0015448,,,
REG-0015449,,,
REG-0015450,,,
REG-0015451,113.0,,Flotabilida 0.11 / Densidad 1.29 /  Particulas por gramo 1833
REG-0015452,,,
REG-0015453,,,
REG-0015454,,1.0,
REG-0015455,,,
REG-0015456,,,
REG-0015457,,,
REG-0015458,,,
REG-0015459,,,
REG-0015460,,,
REG-0015461,,,
REG-0015462,113.0,1.0,Flotabilida 0.14 / Densidad 1.28 /  Particulas por gramo 1800 / Humedad alta  11.67 / Producto caliente
REG-0015463,113.0,,Flotabilida 0.20 / Densidad 1.89 /  Particulas por gramo 1667
REG-0015464,,,
REG-0015465,,,
REG-0015466,,,
REG-0015467,,,Fuelle erroneo
REG-0015468,,,
REG-0015469,,,
REG-0015470,,,
REG-0015471,,,
REG-0015472,,,
REG-0015473,,,
REG-0015474,,,
REG-0015475,,,
REG-0015476,113.0,,Flotabilida 0.48 / Densidad 1.29 /  Particulas por gramo 1818
REG-0015477,113.0,,Flotabilida 0.15 / Densidad 1.28 /  Particulas por gramo 1818
REG-0015478,113.0,,Flotabilida 0.16 / Densidad 1.26 /  Particulas por gramo 2059
REG-0015479,116.0,1.0,Flotabilidad 2.55
REG-0015480,,,
REG-0015481,,,
REG-0015482,,,
REG-0015483,,,
REG-0015484,116.0,1.0,Flotabilidad 1.85
REG-0015485,,,
REG-0015486,,,
REG-0015487,113.0,,Flotabilida 0.48 / Densidad 1.29 /  Particulas por gramo 1818
REG-0015488,113.0,,Flotabilida 0.48 / Densidad 1.29 /  Particulas por gramo 1818
REG-0015489,,,
REG-0015490,,,
REG-0015491,,,
REG-0015492,,,
REG-0015493,,,
REG-0015494,,,
REG-0015495,,,
REG-0015496,,,
REG-0015497,,,
REG-0015498,,,
REG-0015499,,,
REG-0015500,,,
REG-0015501,,,
REG-0015502,,,
REG-0015503,113.0,,Flotabilida 0.29 / Densidad 1.28 /  Particulas por gramo 2263
REG-0015504,113.0,,Flotabilida 0.22  / Densidad 1.28 /  Particulas por gramo 2333
REG-0015505,113.0,,Flotabilida 0.29 / Densidad 1.28 /  Particulas por gramo 2000
REG-0015506,,,
REG-0015507,,,
REG-0015508,,1.0,Humedad alta 12.20 / Aw alto 0.65
REG-0015509,,,
REG-0015510,,,
REG-0015511,,,
REG-0015512,,,
REG-0015513,,,
REG-0015514,,,
REG-0015515,,,
REG-0015516,,,
REG-0015517,113.0,,Flotabilida 0.13 / Densidad 1.28
REG-0015518,113.0,,Flotabilida 0.21 / Densidad 1.28
REG-0015519,113.0,,Flotabilida 0.24 / Densidad 1.28
REG-0015520,,,
REG-0015521,,,
REG-0015522,,,
REG-0015523,,,
REG-0015524,,,
REG-0015525,,,
REG-0015526,,,
REG-0015527,,,
REG-0015528,,,
REG-0015529,,,
REG-0015530,113.0,,Flotabilida 0.48 / Densidad 1.28
REG-0015531,113.0,,Flotabilida 0.02 / Densidad 1.29
REG-0015532,113.0,,Flotabilida 0.37 / Densidad 1.28
REG-0015533,,,
REG-0015534,,,
REG-0015535,,,
REG-0015536,,,
REG-0015537,,,
REG-0015538,,,
REG-0015539,,,
REG-0015540,,,
